vendorid2,paymenttype1,paymenttype2,pulocationid237,pulocationid161,pulocationid236,pulocationid186,pulocationid162,dolocationid161,dolocationid236,dolocationid237,dolocationid230,dolocationid170,passengercount,tripdistance,fareamount,extra,mtatax,tipamount,tollsamount,improvementsurcharge,totalamount,tpeppickupdatetimehour0,tpeppickupdatetimehour1,tpeppickupdatetimehour2,tpepdropoffdatetimehour0,tpepdropoffdatetimehour1,tpepdropoffdatetimehour2,duration
1,0,1,0,0,0,0,0,0,0,0,0,0,1,5.64,19.0,0.5,0.5,0.0,0.0,0.3,20.3,1,0,0,1,0,0,1285.0
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1.54,9.5,0.5,0.5,2.16,0.0,0.3,12.96,0,0,1,0,0,1,800.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1,0,0,1,0,0,360.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.14,9.5,0.5,0.5,2.7,0.0,0.3,13.5,0,0,1,0,0,1,660.0
1,1,0,1,0,0,0,0,0,0,0,0,0,1,3.8,15.0,1.0,0.5,5.04,0.0,0.3,21.84,0,0,1,0,0,1,1109.0
1,0,1,1,0,0,0,0,0,0,0,0,0,2,1.45,12.0,1.0,0.5,0.0,0.0,0.3,13.8,0,0,1,0,0,1,1093.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.6,9.5,0.0,0.5,3.05,0.0,0.3,13.35,0,1,0,0,1,0,720.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.34,10.0,0.0,0.5,2.16,0.0,0.3,12.96,0,1,0,0,1,0,660.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.89,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0,0,0,0,0,0,275.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.3,9.5,0.0,0.5,0.0,0.0,0.3,10.3,0,1,0,0,1,0,780.0
0,0,1,0,0,0,0,0,1,0,0,0,0,2,1.3,9.0,1.0,0.5,0.0,0.0,0.3,10.8,0,1,0,0,1,0,720.0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0,0,1,0,0,1,608.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,4.79,16.0,0.0,0.5,2.0,0.0,0.3,18.8,0,1,0,0,1,0,695.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,4.71,20.0,0.5,0.5,4.26,0.0,0.3,25.56,0,0,1,0,0,1,1551.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.91,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,420.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.08,10.5,0.0,0.5,2.26,0.0,0.3,13.56,0,1,0,0,1,0,780.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.46,4.0,1.0,0.5,0.0,0.0,0.3,5.8,0,0,1,0,0,1,201.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.72,9.5,1.0,0.5,2.82,0.0,0.3,14.12,0,1,0,0,1,0,660.0
1,1,0,1,0,0,0,0,0,0,0,0,0,1,1.67,9.0,0.0,0.5,1.96,0.0,0.3,11.76,0,1,0,0,1,0,603.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.17,6.0,0.0,0.5,1.0,0.0,0.3,7.8,1,0,0,1,0,0,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.54,13.0,0.0,0.5,2.76,0.0,0.3,16.56,0,1,0,0,1,0,1200.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.79,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,234.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.27,9.0,0.0,0.5,1.96,0.0,0.3,11.76,0,1,0,0,1,0,723.0
1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.14,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,1,0,0,531.0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,0,0,1,0,0,1,826.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,10.0,1.0,0.5,2.0,0.0,0.3,13.8,0,1,0,0,1,0,780.0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,1,0,0,1,0,0,480.0
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1.8,8.0,0.0,0.5,0.88,0.0,0.3,9.68,1,0,0,1,0,0,491.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.01,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0,1,0,0,1,0,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,3,5.0,18.5,0.0,0.5,2.0,0.0,0.3,21.3,0,1,0,0,0,1,1260.0
0,0,1,1,0,0,0,0,0,1,0,0,0,1,1.3,6.0,0.0,0.5,0.0,0.0,0.3,6.8,0,1,0,0,1,0,300.0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,0,0,1,0,0,1,960.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.63,14.5,0.0,0.5,0.0,0.0,0.3,15.3,0,1,0,0,1,0,960.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,6.0,0.0,0.5,2.0,0.0,0.3,8.8,1,0,0,1,0,0,411.0
1,0,1,0,0,0,0,0,0,1,0,0,0,2,2.58,9.5,0.5,0.5,0.0,0.0,0.3,10.8,1,0,0,1,0,0,540.0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,1.9,10.0,0.5,0.5,1.0,0.0,0.3,12.3,0,0,1,0,0,1,720.0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,21.5,0.0,0.5,2.0,0.0,0.3,24.3,0,1,0,0,1,0,1920.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,2.48,11.5,0.5,0.5,2.56,0.0,0.3,15.36,0,0,1,0,0,1,800.0
0,1,0,0,0,0,0,1,1,0,0,0,0,1,2.2,16.0,1.0,0.5,4.45,0.0,0.3,22.25,0,0,1,0,0,1,1447.0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,6.02,21.0,0.5,0.5,0.0,0.0,0.3,22.3,1,0,0,1,0,0,1359.0
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.96,5.0,0.5,0.5,0.0,0.0,0.3,6.3,1,0,0,1,0,0,209.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4,3.5,0.0,0.5,0.0,0.0,0.3,4.3,0,1,0,0,1,0,60.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.02,6.5,1.0,0.5,0.0,0.0,0.3,8.3,0,1,0,0,1,0,414.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6,7.0,0.0,0.5,0.78,0.0,0.3,8.58,0,1,0,0,1,0,332.0
1,1,0,0,0,0,0,0,0,0,0,0,0,3,1.31,8.0,0.5,0.5,1.5,0.0,0.3,10.8,0,0,1,0,0,1,612.0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,1.66,10.0,0.0,0.5,2.16,0.0,0.3,12.96,0,1,0,0,1,0,780.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.25,5.5,0.5,0.5,2.0,0.0,0.3,8.8,0,0,1,0,0,1,240.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.79,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0,0,1,0,0,1,264.0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.2,7.0,0.5,0.5,2.05,0.0,0.3,10.35,1,0,0,1,0,0,480.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.7,17.0,1.0,0.5,0.0,0.0,0.3,18.8,0,0,1,0,0,1,1486.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.77,6.5,1.0,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,470.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0,1,0,0,1,0,215.0
0,0,1,0,0,1,0,0,0,1,0,0,0,1,0.6,4.0,0.0,0.5,0.0,0.0,0.3,4.8,0,1,0,0,1,0,180.0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,5.45,17.5,0.0,0.5,4.58,0.0,0.3,22.88,0,1,0,0,1,0,960.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,6.02,25.5,0.0,0.5,0.0,0.0,0.3,26.3,0,1,0,0,1,0,1800.0
1,1,0,0,0,0,0,0,0,0,0,1,0,1,1.75,11.5,0.0,0.5,2.46,0.0,0.3,14.76,0,1,0,0,1,0,1007.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.5,6.5,1.0,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,306.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.3,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,418.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.0,13.5,0.5,0.5,3.0,0.0,0.3,17.8,0,0,0,0,0,0,1080.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,7.5,1.0,0.5,0.0,0.0,0.3,9.3,0,0,1,0,0,1,538.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,6.0,1.0,0.5,1.56,0.0,0.3,9.36,0,0,1,0,0,1,416.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3.0,0.0,0.5,0.0,0.0,0.3,3.8,0,1,0,0,1,0,83.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8,5.5,1.0,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,300.0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,3.3,13.5,0.0,0.5,0.0,0.0,0.3,14.3,1,0,0,1,0,0,960.0
1,0,1,1,0,0,0,0,1,0,0,0,0,5,1.13,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0,1,0,0,1,0,480.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,2.79,11.0,0.5,0.5,2.0,0.0,0.3,14.3,1,0,0,1,0,0,690.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7,10.0,1.0,0.5,0.0,0.0,0.3,11.8,0,1,0,0,1,0,786.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4,3.5,0.0,0.5,1.0,0.0,0.3,5.3,0,1,0,0,1,0,74.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.37,3.5,0.0,0.5,0.0,0.0,0.3,4.3,0,0,1,0,0,1,110.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.5,22.0,1.0,0.5,0.0,0.0,0.3,23.8,0,0,1,0,0,1,1681.0
0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.2,14.0,0.0,0.5,0.0,0.0,0.3,14.8,0,0,1,0,0,1,1200.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6,10.0,0.0,0.5,2.0,0.0,0.3,12.8,0,1,0,0,1,0,842.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.65,11.5,1.0,0.5,2.66,0.0,0.3,15.96,0,1,0,0,1,0,778.0
1,0,1,0,0,0,0,0,0,0,0,0,1,1,4.15,19.0,0.0,0.5,0.0,0.0,0.3,19.8,0,1,0,0,1,0,1570.0
0,0,1,0,1,0,0,0,0,0,0,0,0,1,2.5,18.5,0.0,0.5,0.0,0.0,0.3,19.3,0,1,0,0,1,0,1769.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,7.5,0.5,0.5,0.0,0.0,0.3,8.8,0,0,1,0,0,1,660.0
1,1,0,0,0,0,0,0,0,0,0,0,0,3,4.47,18.0,0.5,0.5,3.86,0.0,0.3,23.16,0,0,1,0,0,1,1500.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.82,14.5,0.0,0.5,0.0,0.0,0.3,15.3,0,1,0,0,1,0,900.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,1.38,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0,1,0,0,1,0,571.0
0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.3,15.5,0.0,0.5,0.0,0.0,0.3,16.3,0,1,0,0,1,0,1169.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5,4.0,0.5,0.5,1.05,0.0,0.3,6.35,0,0,0,0,0,0,144.0
1,0,1,0,0,0,0,0,0,0,0,0,0,5,1.22,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0,0,0,0,0,0,378.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,15.5,1.0,0.5,3.45,0.0,0.3,20.75,0,1,0,0,1,0,900.0
1,1,0,0,1,0,0,0,0,0,0,0,0,6,1.21,6.0,0.0,0.5,0.0,0.0,0.3,6.8,1,0,0,1,0,0,300.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.9,9.5,0.5,0.5,2.15,0.0,0.3,12.95,0,0,1,0,0,1,660.0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,5.9,21.0,0.0,0.5,4.35,0.0,0.3,26.15,0,1,0,0,1,0,1260.0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,2.34,12.5,0.0,0.5,0.0,0.0,0.3,13.3,1,0,0,1,0,0,900.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0,1,0,0,1,0,181.0
0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.9,5.5,0.5,0.5,1.36,0.0,0.3,8.16,0,0,1,0,0,1,327.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,4.5,0.0,0.5,0.0,0.0,0.3,5.3,0,1,0,0,1,0,186.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1,12.0,1.0,0.5,0.0,0.0,0.3,13.8,0,0,1,0,0,1,1020.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.4,12.0,0.0,0.5,2.55,0.0,0.3,15.35,0,1,0,0,1,0,903.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.9,9.0,0.5,0.5,0.0,0.0,0.3,10.3,1,0,0,1,0,0,480.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.82,8.0,0.0,0.5,0.0,0.0,0.3,8.8,0,1,0,0,1,0,660.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,6.0,0.5,0.5,1.0,0.0,0.3,8.3,0,0,1,0,0,1,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.4,7.0,0.5,0.5,1.0,0.0,0.3,9.3,0,0,1,0,0,1,433.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.1,14.0,1.0,0.5,3.15,0.0,0.3,18.95,0,1,0,0,1,0,652.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.43,13.5,1.0,0.5,1.5,0.0,0.3,16.8,0,1,0,0,0,1,1319.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.03,8.0,0.5,0.5,1.86,0.0,0.3,11.16,0,0,1,0,0,1,600.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.49,4.0,0.0,0.5,0.0,0.0,0.3,4.8,0,1,0,0,1,0,205.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,0.7,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1,0,0,1,0,0,454.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.4,14.0,0.0,0.5,3.7,0.0,0.3,18.5,0,1,0,0,1,0,1246.0
0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.3,4.0,0.5,0.5,1.0,0.0,0.3,6.3,0,0,1,0,0,1,204.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,5.41,19.0,0.0,0.5,3.96,0.0,0.3,23.76,0,1,0,0,1,0,1140.0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,2.37,13.0,0.5,0.5,0.0,0.0,0.3,14.3,0,0,1,0,0,1,1066.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.4,12.5,0.0,0.5,2.65,0.0,0.3,15.95,1,0,0,1,0,0,1034.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.1,21.0,0.5,0.5,5.55,0.0,0.3,27.85,0,0,0,0,0,0,1622.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.21,10.5,0.5,0.5,0.0,0.0,0.3,11.8,0,0,1,0,0,1,720.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7,12.5,1.0,0.5,4.25,0.0,0.3,18.55,0,0,1,0,0,1,1104.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.54,12.0,0.5,0.5,2.66,0.0,0.3,15.96,0,0,0,0,0,0,1105.0
1,1,0,0,1,0,0,0,0,0,0,0,0,2,5.74,20.0,0.0,0.5,4.16,0.0,0.3,24.96,1,0,0,1,0,0,1036.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.05,10.5,0.0,0.5,1.2,0.0,0.3,12.5,0,1,0,0,1,0,720.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.59,4.5,0.5,0.5,1.0,0.0,0.3,6.8,0,0,1,0,0,1,249.0
1,1,0,0,0,0,0,0,0,0,0,0,0,6,0.6,5.5,0.0,0.5,1.0,0.0,0.3,7.3,0,1,0,0,1,0,300.0
1,0,1,0,0,0,0,1,0,0,0,0,0,1,1.49,10.0,0.0,0.5,0.0,0.0,0.3,10.8,0,1,0,0,1,0,780.0
1,0,1,0,0,0,0,0,0,0,0,0,0,6,0.62,4.0,0.0,0.5,0.0,0.0,0.3,4.8,1,0,0,1,0,0,109.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.9,14.5,0.0,0.5,2.0,0.0,0.3,17.3,0,1,0,0,1,0,1188.0
0,0,1,0,0,0,0,0,0,0,0,0,0,3,3.0,17.0,1.0,0.5,0.0,0.0,0.3,18.8,0,0,1,0,0,1,1488.0
1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.77,6.5,0.0,0.5,0.0,0.0,0.3,7.3,1,0,0,1,0,0,432.0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.57,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0,1,0,0,1,0,540.0
1,0,1,0,0,0,0,0,0,0,0,0,0,6,3.52,15.5,0.0,0.5,0.0,0.0,0.3,16.3,0,1,0,0,1,0,1110.0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7,6.5,1.0,0.5,2.08,0.0,0.3,10.38,0,0,1,0,0,1,492.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.22,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0,1,0,0,1,0,597.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6,11.5,0.0,0.5,2.0,0.0,0.3,14.3,0,1,0,0,1,0,1035.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.3,15.5,1.0,0.5,0.0,0.0,0.3,17.3,0,0,1,0,0,1,1414.0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,0.8,5.0,0.0,0.5,1.0,0.0,0.3,6.8,1,0,0,1,0,0,241.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,6.5,1.0,0.5,1.0,0.0,0.3,9.3,0,0,1,0,0,1,420.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.4,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0,1,0,0,1,0,480.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.82,5.5,0.0,0.5,0.0,0.0,0.3,6.3,0,1,0,0,1,0,298.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,481.0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0,0,1,0,0,1,600.0
1,0,1,0,0,0,0,0,0,0,0,0,0,5,1.47,6.5,0.5,0.5,0.0,0.0,0.3,7.8,1,0,0,1,0,0,240.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.2,14.5,1.0,0.5,3.25,0.0,0.3,19.55,0,0,1,0,0,1,1179.0
0,1,0,0,1,0,0,0,0,0,1,0,0,1,1.4,7.5,0.5,0.5,1.0,0.0,0.3,9.8,0,0,1,0,0,1,480.0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.8,11.5,0.0,0.5,2.45,0.0,0.3,14.75,1,0,0,1,0,0,966.0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,0,1,0,0,1,0,548.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.17,6.5,0.0,0.5,1.82,0.0,0.3,9.12,1,0,0,1,0,0,420.0
1,1,0,0,0,0,1,0,0,0,0,0,0,6,3.1,11.5,0.5,0.5,1.5,0.0,0.3,14.3,1,0,0,1,0,0,731.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.76,8.5,0.5,0.5,1.96,0.0,0.3,11.76,0,0,1,0,0,1,523.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.73,4.5,0.0,0.5,1.06,0.0,0.3,6.36,0,1,0,0,1,0,240.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,9.0,0.5,0.5,2.05,0.0,0.3,12.35,0,0,1,0,0,1,660.0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,1.4,8.5,0.0,0.5,0.0,0.0,0.3,9.3,0,1,0,0,1,0,664.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.4,8.0,0.0,0.5,1.75,0.0,0.3,10.55,0,1,0,0,1,0,567.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0,0,0,0,0,0,360.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,4.5,0.0,0.5,1.0,0.0,0.3,6.3,0,1,0,0,1,0,540.0
1,0,1,0,0,0,0,0,0,0,0,0,0,6,0.43,4.5,1.0,0.5,0.0,0.0,0.3,6.3,0,0,1,0,0,1,201.0
0,0,1,0,1,0,0,0,0,1,0,0,0,1,2.0,11.0,1.0,0.5,0.0,0.0,0.3,12.8,0,0,1,0,0,1,906.0
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.9,6.0,0.0,0.5,1.5,0.0,0.3,8.3,0,1,0,0,1,0,380.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.8,19.0,0.5,0.5,0.0,0.0,0.3,20.3,0,0,1,0,0,0,1634.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.7,15.5,0.0,0.5,0.0,0.0,0.3,16.3,0,1,0,0,1,0,1467.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0.8,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0,1,0,0,1,0,282.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,0.07,4.0,0.5,0.5,0.0,0.0,0.3,5.3,1,0,0,1,0,0,221.0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.6,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0,0,1,0,0,1,569.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,540.0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.1,6.0,0.5,0.5,1.0,0.0,0.3,8.3,0,0,0,0,0,0,337.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0,1,0,0,1,0,253.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.83,8.5,0.5,0.5,1.96,0.0,0.3,11.76,0,0,1,0,0,1,595.0
1,1,0,0,0,1,0,0,0,1,0,0,0,1,0.99,6.0,1.0,0.5,1.56,0.0,0.3,9.36,0,0,1,0,0,1,349.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,1.45,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0,0,1,0,0,1,542.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.1,14.0,0.0,0.5,0.0,0.0,0.3,14.8,1,0,0,1,0,0,725.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,6.0,1.0,0.5,1.0,0.0,0.3,8.8,0,0,1,0,0,1,354.0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,2.0,9.0,0.0,0.5,1.95,0.0,0.3,11.75,1,0,0,1,0,0,603.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.67,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0,0,1,0,0,1,134.0
1,0,1,0,0,0,0,0,0,0,0,0,0,5,1.04,5.5,1.0,0.5,0.0,0.0,0.3,7.3,0,1,0,0,1,0,265.0
1,1,0,0,0,1,0,0,0,1,0,0,0,1,0.44,5.0,1.0,0.5,1.36,0.0,0.3,8.16,0,0,1,0,0,1,272.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.4,6.0,0.5,0.5,1.45,0.0,0.3,8.75,0,0,1,0,0,1,433.0
1,1,0,0,0,0,0,0,1,0,0,0,0,5,2.09,11.0,0.0,0.5,2.95,0.0,0.3,14.75,0,1,0,0,1,0,840.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.35,7.5,0.0,0.5,1.66,0.0,0.3,9.96,1,0,0,1,0,0,480.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.6,18.5,0.0,0.5,4.8,0.0,0.3,24.1,0,1,0,0,1,0,984.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.08,6.5,1.0,0.5,1.66,0.0,0.3,9.96,0,1,0,0,1,0,360.0
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1.06,8.5,0.5,0.5,1.0,0.0,0.3,10.8,0,0,1,0,0,1,687.0
0,0,1,0,0,0,1,0,0,0,0,0,0,1,2.5,11.5,0.0,0.5,0.0,0.0,0.3,12.3,0,1,0,0,1,0,840.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,2.68,11.0,0.5,0.5,2.46,0.0,0.3,14.76,1,0,0,1,0,0,808.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,4.57,18.0,0.0,0.5,3.76,0.0,0.3,22.56,0,1,0,0,1,0,1320.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.7,16.0,0.5,0.5,3.45,0.0,0.3,20.75,0,0,0,0,0,0,960.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.98,14.5,1.0,0.5,1.0,0.0,0.3,17.3,0,1,0,0,0,1,1380.0
1,1,0,0,0,0,0,1,0,0,0,0,0,6,1.18,6.5,1.0,0.5,1.66,0.0,0.3,9.96,0,0,1,0,0,1,421.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,5.5,0.0,0.5,1.0,0.0,0.3,7.3,0,1,0,0,1,0,360.0
0,0,1,0,0,0,0,0,0,0,0,0,0,3,1.4,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0,1,0,0,1,0,463.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.09,8.5,0.5,0.5,1.0,0.0,0.3,10.8,0,0,0,0,0,0,480.0
