vendorid2,paymenttype1,paymenttype2,pulocationid237,pulocationid161,pulocationid236,pulocationid186,pulocationid162,dolocationid161,dolocationid236,dolocationid237,dolocationid230,dolocationid170,passengercount,tripdistance,fareamount,extra,mtatax,tipamount,tollsamount,improvementsurcharge,totalamount,tpeppickupdatetimehour0,tpeppickupdatetimehour1,tpeppickupdatetimehour2,tpepdropoffdatetimehour0,tpepdropoffdatetimehour1,tpepdropoffdatetimehour2,duration
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.5,8.0,0.5,0.5,1.85,0.0,0.3,11.15,0,0,1,0,0,1,480.0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.8,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,480.0
1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.63,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1,0,0,1,0,0,180.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,7.0,0.0,0.5,1.2,0.0,0.3,9.0,0,1,0,0,1,0,415.0
1,0,1,0,0,0,0,0,1,0,0,0,0,5,2.2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,1,0,0,1,0,0,544.0
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.83,12.0,0.0,0.5,1.05,0.0,0.3,13.85,1,0,0,0,1,0,1065.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.92,13.0,1.0,0.5,2.0,0.0,0.3,16.8,0,0,1,0,0,1,1200.0
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.99,8.5,0.5,0.5,1.5,0.0,0.3,11.3,0,0,1,0,0,1,480.0
1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.63,5.0,0.0,0.5,1.45,0.0,0.3,7.25,0,1,0,0,1,0,304.0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.6,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0,0,1,0,0,1,180.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.65,6.5,0.5,0.5,0.0,0.0,0.3,7.8,1,0,0,1,0,0,240.0
1,1,0,0,0,0,0,0,0,0,0,1,0,1,5.73,20.5,1.0,0.5,4.46,0.0,0.3,26.76,0,0,1,0,0,1,1491.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.06,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1,0,0,1,0,0,460.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.78,16.0,1.0,0.5,0.0,0.0,0.3,17.8,0,0,1,0,0,1,1569.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.85,8.0,0.5,0.5,1.86,0.0,0.3,11.16,0,0,1,0,0,1,466.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.3,8.0,0.0,0.5,2.5,0.0,0.3,11.3,1,0,0,1,0,0,603.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0,0,1,0,0,1,679.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.8,9.0,0.0,0.5,1.0,0.0,0.3,10.8,0,0,1,0,0,1,647.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,4.68,15.5,0.0,0.5,4.08,0.0,0.3,20.38,1,0,0,1,0,0,855.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.79,7.5,0.0,0.5,1.66,0.0,0.3,9.96,0,1,0,0,1,0,368.0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.37,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0,0,1,0,0,1,291.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,8.0,0.0,0.5,5.0,0.0,0.3,13.8,0,1,0,0,1,0,660.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.93,10.5,0.5,0.5,2.36,0.0,0.3,14.16,0,0,1,0,0,1,557.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.65,11.0,0.5,0.5,0.0,0.0,0.3,12.3,0,0,1,0,0,1,746.0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.0,7.0,0.0,0.5,0.0,0.0,0.3,7.8,1,0,0,1,0,0,479.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.5,13.0,0.5,0.5,2.85,0.0,0.3,17.15,0,0,1,0,0,1,888.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7,14.5,1.0,0.5,0.0,0.0,0.3,16.3,0,1,0,0,1,0,1200.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7,8.0,0.5,0.5,0.0,0.0,0.3,9.3,0,0,1,0,0,1,600.0
0,0,1,1,0,0,0,0,0,0,1,0,0,1,0.2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,0,1,0,0,1,0,120.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.7,14.0,0.5,0.5,3.06,0.0,0.3,18.36,0,0,1,0,0,1,960.0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.9,6.5,0.0,0.5,1.45,0.0,0.3,8.75,0,1,0,0,1,0,429.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.71,9.5,0.0,0.5,3.09,0.0,0.3,13.39,0,1,0,0,1,0,660.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.67,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,540.0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.5,12.0,0.5,0.5,2.65,0.0,0.3,15.95,0,0,1,0,0,1,1129.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.8,14.5,0.0,0.5,0.0,0.0,0.3,15.3,0,1,0,0,1,0,1261.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.1,15.0,0.5,0.5,3.25,0.0,0.3,19.55,0,0,1,0,0,1,840.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.95,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0,0,1,0,0,0,660.0
1,1,0,0,0,0,0,0,0,1,0,0,0,2,0.86,6.5,1.0,0.5,1.66,0.0,0.3,9.96,0,0,1,0,0,1,420.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.02,6.0,0.0,0.5,1.0,0.0,0.3,7.8,0,1,0,0,1,0,353.0
1,1,0,0,0,0,0,0,0,0,0,1,0,2,1.04,7.5,1.0,0.5,1.86,0.0,0.3,11.16,0,1,0,0,0,1,578.0
1,1,0,0,1,0,0,0,0,0,0,0,0,5,2.19,12.5,0.5,0.5,1.5,0.0,0.3,15.3,0,0,1,0,0,1,1024.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.2,7.0,0.5,0.5,1.0,0.0,0.3,9.3,0,0,1,0,0,1,420.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.93,16.0,0.5,0.5,3.46,0.0,0.3,20.76,0,0,1,0,0,1,1248.0
1,1,0,0,0,1,0,0,0,0,0,0,0,5,1.01,5.0,1.0,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,240.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,4.54,15.0,1.0,0.5,0.0,0.0,0.3,16.8,0,0,1,0,0,1,737.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,360.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.4,18.5,0.0,0.5,0.0,0.0,0.3,19.3,0,1,0,0,1,0,1668.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.4,10.5,0.5,0.5,1.5,0.0,0.3,13.3,0,0,1,0,0,1,748.0
1,0,1,0,0,0,0,0,0,0,0,1,0,2,0.36,3.5,0.5,0.5,0.0,0.0,0.3,4.8,0,0,1,0,0,1,120.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,7.0,0.5,0.5,1.0,0.0,0.3,9.3,0,0,1,0,0,1,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.7,9.0,0.5,0.5,1.0,0.0,0.3,11.3,0,0,0,1,0,0,660.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,7.0,0.0,0.5,1.55,0.0,0.3,9.35,1,0,0,1,0,0,482.0
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0.88,7.5,0.0,0.5,0.83,0.0,0.3,9.13,0,1,0,0,1,0,540.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.5,23.5,0.0,0.5,4.85,0.0,0.3,29.15,0,1,0,0,1,0,1740.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.63,7.5,0.5,0.5,1.76,0.0,0.3,10.56,0,0,0,0,0,0,420.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,1.5,10.0,0.0,0.5,2.16,0.0,0.3,12.96,1,0,0,1,0,0,801.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.8,11.5,0.0,0.5,3.65,0.0,0.3,15.95,0,0,1,0,0,1,742.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,368.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.14,10.5,1.0,0.5,0.0,0.0,0.3,12.3,0,0,1,0,0,1,948.0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.92,11.5,0.0,0.5,0.0,0.0,0.3,12.3,0,1,0,0,1,0,1080.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.7,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0,1,0,0,1,0,420.0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.7,5.5,1.0,0.5,0.0,0.0,0.3,7.3,0,0,1,0,0,1,377.0
1,1,0,0,0,0,0,0,0,0,1,0,0,1,1.84,8.0,0.0,0.5,1.0,0.0,0.3,9.8,0,1,0,0,1,0,450.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.78,7.5,0.0,0.5,1.66,0.0,0.3,9.96,0,1,0,0,1,0,600.0
0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.7,5.5,0.0,0.5,0.8,0.0,0.3,7.1,0,0,1,0,0,1,360.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,5.0,0.0,0.5,1.15,0.0,0.3,6.95,0,1,0,0,1,0,300.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.0,7.0,0.5,0.5,1.65,0.0,0.3,9.95,0,0,1,0,0,1,480.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.6,8.0,0.5,0.5,1.85,0.0,0.3,11.15,1,0,0,1,0,0,602.0
1,1,0,0,0,0,0,1,0,0,0,0,1,5,1.34,8.0,1.0,0.5,2.45,0.0,0.3,12.25,0,1,0,0,0,1,600.0
1,1,0,0,0,0,0,0,0,0,0,0,0,6,5.03,23.0,0.0,0.5,5.0,0.0,0.3,28.8,0,1,0,0,1,0,2040.0
1,1,0,0,0,0,1,0,1,0,0,0,0,2,1.39,13.5,1.0,0.5,1.0,0.0,0.3,16.3,0,0,1,0,0,1,1320.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.68,14.0,0.0,0.5,2.96,0.0,0.3,17.76,0,1,0,0,1,0,1200.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,4.2,20.5,0.0,0.5,4.25,0.0,0.3,25.55,0,1,0,0,1,0,1860.0
0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.0,6.0,0.0,0.5,1.35,0.0,0.3,8.15,1,0,0,1,0,0,369.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.61,8.0,0.0,0.5,0.0,0.0,0.3,8.8,0,1,0,0,1,0,480.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.2,9.5,0.0,0.5,2.05,0.0,0.3,12.35,0,1,0,0,1,0,540.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,4.0,0.0,0.5,0.96,0.0,0.3,5.76,0,1,0,0,1,0,180.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.78,5.5,0.0,0.5,1.26,0.0,0.3,7.56,0,1,0,0,1,0,296.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.42,6.0,0.5,0.5,1.0,0.0,0.3,8.3,0,0,1,0,0,1,306.0
1,1,0,0,1,0,0,0,0,0,0,0,0,1,1.86,11.0,0.0,0.5,2.36,0.0,0.3,14.16,0,1,0,0,1,0,899.0
0,0,1,0,0,0,0,1,0,0,0,0,0,1,4.1,20.0,0.0,0.5,0.0,0.0,0.3,20.8,0,1,0,0,0,1,1752.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.7,6.5,0.0,0.5,0.73,0.0,0.3,8.03,0,1,0,0,1,0,480.0
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.8,5.0,0.0,0.5,1.0,0.0,0.3,6.8,0,1,0,0,1,0,247.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.1,16.0,0.5,0.5,4.3,0.0,0.3,21.6,0,0,1,0,0,1,660.0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,1.2,7.5,0.0,0.5,2.49,0.0,0.3,10.79,0,1,0,0,1,0,480.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.54,7.0,0.5,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,391.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,1.06,7.0,0.0,0.5,0.0,0.0,0.3,7.8,1,0,0,0,1,0,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,5.5,0.0,0.5,1.25,0.0,0.3,7.55,1,0,0,1,0,0,339.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.2,11.5,0.0,0.5,3.05,0.0,0.3,15.35,1,0,0,1,0,0,840.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2,4.0,1.0,0.5,0.0,0.0,0.3,5.8,0,1,0,0,1,0,180.0
1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.39,4.0,0.5,0.5,1.0,0.0,0.3,6.3,1,0,0,1,0,0,217.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.64,4.5,0.0,0.5,0.0,0.0,0.3,5.3,1,0,0,1,0,0,229.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.53,4.0,0.0,0.5,0.96,0.0,0.3,5.76,0,1,0,0,1,0,163.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,2.98,12.0,0.5,0.5,0.0,0.0,0.3,13.3,0,0,1,0,0,1,819.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.85,8.5,0.0,0.5,2.79,0.0,0.3,12.09,0,0,1,0,0,1,522.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,1,0,0,1,0,0,255.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.6,11.0,1.0,0.5,0.0,0.0,0.3,12.8,0,0,1,0,0,1,736.0
1,0,1,0,0,0,0,0,0,0,0,0,0,2,1.14,10.0,1.0,0.5,0.0,0.0,0.3,11.8,0,0,1,0,0,1,842.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,5.31,22.5,0.0,0.5,4.0,0.0,0.3,27.3,0,1,0,0,1,0,1560.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,4.06,15.5,1.0,0.5,3.0,0.0,0.3,20.3,0,0,1,0,0,1,900.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.8,8.5,0.0,0.5,2.32,0.0,0.3,11.62,0,1,0,0,1,0,540.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,1,0,0,1,0,0,540.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.83,13.0,0.5,0.5,2.0,0.0,0.3,16.3,0,0,1,0,0,1,668.0
0,1,0,1,0,0,0,0,0,1,0,0,0,1,1.3,6.0,1.0,0.5,0.94,0.0,0.3,8.74,0,0,1,0,0,1,300.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.1,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0,0,1,0,0,1,660.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.9,17.0,0.5,0.5,3.65,0.0,0.3,21.95,0,0,1,0,0,1,1357.0
1,1,0,0,0,0,0,0,0,1,0,0,0,5,3.8,17.5,0.0,0.5,3.66,0.0,0.3,21.96,0,1,0,0,1,0,1440.0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.9,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0,1,0,0,1,0,446.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.5,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0,1,0,0,1,0,568.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.4,11.0,0.5,0.5,2.45,0.0,0.3,14.75,1,0,0,1,0,0,752.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.2,5.5,0.0,0.5,1.0,0.0,0.3,7.3,0,1,0,0,1,0,360.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8,6.0,0.0,0.5,0.68,0.0,0.3,7.48,0,1,0,0,1,0,412.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.43,7.0,0.5,0.5,1.66,0.0,0.3,9.96,0,0,1,0,0,1,362.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.41,14.5,0.0,0.5,0.0,0.0,0.3,15.3,0,1,0,0,1,0,977.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.9,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0,1,0,0,1,0,360.0
1,1,0,0,0,0,1,0,0,0,0,0,0,3,0.86,10.0,0.0,0.5,2.16,0.0,0.3,12.96,0,1,0,0,1,0,900.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.7,9.5,0.5,0.5,2.16,0.0,0.3,12.96,0,0,0,0,0,0,744.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,574.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.1,9.5,0.0,0.5,2.0,0.0,0.3,12.3,0,1,0,0,1,0,801.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.29,3.5,0.0,0.5,0.0,0.0,0.3,4.3,0,0,1,0,0,1,180.0
0,1,0,0,0,1,0,0,0,0,0,0,0,2,6.1,23.0,1.0,0.5,4.96,0.0,0.3,29.76,0,0,1,0,0,1,1830.0
1,1,0,0,0,0,0,0,0,0,0,0,0,6,0.0,2.5,0.5,0.5,0.95,0.0,0.3,4.75,0,0,1,0,0,1,0.0
0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.6,4.5,0.0,0.5,1.05,0.0,0.3,6.35,0,0,1,0,0,1,188.0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4,4.0,0.0,0.5,1.2,0.0,0.3,6.0,1,0,0,1,0,0,145.0
1,1,0,0,1,0,0,0,0,0,0,0,0,5,1.23,11.5,0.0,0.5,2.0,0.0,0.3,14.3,0,0,1,0,0,1,1068.0
1,1,0,0,0,0,0,0,0,0,0,0,0,4,1.46,9.0,0.0,0.5,1.96,0.0,0.3,11.76,0,1,0,0,1,0,648.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.2,6.5,1.0,0.5,0.0,0.0,0.3,8.3,0,0,1,0,0,1,398.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,5.5,0.5,0.5,1.36,0.0,0.3,8.16,0,0,1,0,0,1,240.0
0,0,1,0,0,1,0,0,0,0,1,0,0,1,0.8,5.5,1.0,0.5,0.0,0.0,0.3,7.3,0,1,0,0,1,0,360.0
1,1,0,0,0,0,0,0,1,0,0,0,0,6,1.05,6.5,0.5,0.5,1.56,0.0,0.3,9.36,0,0,1,0,0,1,399.0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.1,7.0,0.0,0.5,1.55,0.0,0.3,9.35,0,1,0,0,1,0,480.0
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.4,10.5,0.0,0.5,3.35,0.0,0.3,14.65,0,1,0,0,1,0,900.0
1,1,0,0,0,0,0,0,0,0,0,0,0,6,1.41,6.5,1.0,0.5,1.66,0.0,0.3,9.96,0,0,1,0,0,1,345.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3,3.0,0.5,0.5,0.0,0.0,0.3,4.3,1,0,0,1,0,0,60.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,5.78,20.0,0.0,0.5,4.16,0.0,0.3,24.96,0,1,0,0,1,0,1200.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,3.09,14.0,0.0,0.5,0.0,0.0,0.3,14.8,0,1,0,0,1,0,926.0
1,0,1,0,0,0,0,0,0,0,0,0,0,6,2.17,10.0,0.0,0.5,0.0,0.0,0.3,10.8,0,1,0,0,1,0,739.0
1,1,0,0,0,0,1,0,0,0,0,0,0,1,3.65,15.5,1.0,0.5,1.0,0.0,0.3,18.3,0,0,1,0,0,1,1080.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.01,6.5,0.0,0.5,0.0,0.0,0.3,7.3,0,1,0,0,1,0,480.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,4.04,16.0,0.5,0.5,0.0,0.0,0.3,17.3,1,0,0,1,0,0,1200.0
0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0,0,1,0,0,1,600.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.46,9.0,0.0,0.5,1.2,0.0,0.3,11.0,0,1,0,0,1,0,675.0
1,1,0,0,0,1,0,0,0,1,0,0,0,6,0.62,5.0,1.0,0.5,1.36,0.0,0.3,8.16,0,0,1,0,0,1,267.0
0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.4,4.0,0.5,0.5,1.05,0.0,0.3,6.35,0,0,1,0,0,1,151.0
1,1,0,0,0,0,0,0,1,0,0,0,0,1,1.61,8.5,0.0,0.5,1.0,0.0,0.3,10.3,0,1,0,0,1,0,600.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,380.0
1,0,1,1,0,0,0,0,0,0,0,0,0,1,1.99,14.0,1.0,0.5,0.0,0.0,0.3,15.8,0,0,1,0,0,1,1260.0
0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.5,12.0,0.5,0.5,1.5,0.0,0.3,14.8,0,0,1,0,0,1,871.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,3.98,14.5,0.0,0.5,5.08,0.0,0.3,20.38,1,0,0,1,0,0,969.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.84,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0,0,1,0,0,0,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.4,9.5,0.5,0.5,2.15,0.0,0.3,12.95,0,0,1,0,0,1,600.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.38,9.0,1.0,0.5,0.0,0.0,0.3,10.8,0,1,0,0,1,0,735.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.12,5.5,0.0,0.5,1.26,0.0,0.3,7.56,0,1,0,0,1,0,301.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.53,4.0,0.0,0.5,0.96,0.0,0.3,5.76,0,1,0,0,1,0,164.0
1,0,1,0,0,1,0,0,0,0,0,0,0,2,1.28,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0,1,0,0,1,0,416.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.45,5.0,0.5,0.5,0.0,0.0,0.3,6.3,0,0,1,0,0,1,330.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,1.17,8.0,0.0,0.5,1.76,0.0,0.3,10.56,0,1,0,0,1,0,600.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.6,4.5,0.0,0.5,0.79,0.0,0.3,6.09,0,1,0,0,1,0,240.0
1,1,0,0,0,0,0,0,0,0,0,0,0,4,1.29,13.0,0.0,0.5,2.76,0.0,0.3,16.56,0,1,0,0,1,0,1209.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.83,5.5,0.5,0.5,0.0,0.0,0.3,6.8,1,0,0,1,0,0,309.0
0,1,0,0,0,0,0,0,0,1,0,0,0,4,2.8,13.0,0.0,0.5,2.5,0.0,0.3,16.3,0,1,0,0,1,0,970.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.15,8.5,1.0,0.5,0.0,0.0,0.3,10.3,0,0,1,0,0,1,643.0
0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.2,8.0,1.0,0.5,2.45,0.0,0.3,12.25,0,0,1,0,0,1,600.0
1,1,0,0,0,0,0,0,0,0,0,0,0,5,0.75,6.0,1.0,0.5,1.0,0.0,0.3,8.8,0,0,1,0,0,1,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.9,6.0,0.0,0.5,1.0,0.0,0.3,7.8,0,1,0,0,1,0,328.0
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.97,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0,0,1,0,0,1,285.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.85,8.5,0.0,0.5,0.46,0.0,0.3,9.76,1,0,0,1,0,0,540.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.4,10.0,1.0,0.5,2.35,0.0,0.3,14.15,0,0,1,0,0,1,572.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,6.0,20.5,0.5,0.5,0.0,0.0,0.3,21.8,1,0,0,1,0,0,1098.0
1,1,0,0,1,0,0,0,0,0,0,0,0,6,3.69,19.0,1.0,0.5,2.0,0.0,0.3,22.8,0,0,1,0,0,1,1800.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,7.5,0.5,0.5,1.75,0.0,0.3,10.55,0,0,1,0,0,1,555.0
0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,0,0,1,0,0,1,1129.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.59,9.5,1.0,0.5,2.0,0.0,0.3,13.3,0,0,1,0,0,1,720.0
0,1,0,0,0,0,0,0,1,0,0,0,0,1,2.0,10.0,0.0,0.5,2.15,0.0,0.3,12.95,1,0,0,1,0,0,600.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,3.19,12.0,0.5,0.5,3.32,0.0,0.3,16.62,0,0,1,0,0,1,700.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,2.27,14.0,0.0,0.5,2.96,0.0,0.3,17.76,0,0,1,0,0,1,1196.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.52,9.0,0.0,0.5,1.96,0.0,0.3,11.76,0,1,0,0,1,0,678.0
1,0,1,0,0,0,0,0,0,0,0,0,0,5,5.95,19.5,0.5,0.5,0.0,0.0,0.3,20.8,0,0,1,0,0,1,1080.0
1,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,11.0,0.0,0.5,2.36,0.0,0.3,14.16,0,1,0,0,1,0,847.0
1,1,0,0,0,0,0,0,0,0,0,0,0,2,2.56,10.0,0.0,0.5,2.16,0.0,0.3,12.96,0,1,0,0,1,0,500.0
