trip_distance,tip_amount,total_amount,seconds
0.8,1.0,14.700808153250637,240.00000000000003
1.1,0.0,14.700808153250637,609.0
0.71,0.0,14.700808153250637,601.0
1.2,2.56,15.36,1080.0
2.75,0.0,14.700808153250637,814.0
1.9,2.8,14.700808153250637,720.0
3.04,0.0,17.3,1499.0
1.9,2.06,14.700808153250637,600.0
1.9,0.0,16.8,1568.0
0.98,1.76,14.700808153250637,660.0
1.6,2.0,14.700808153250637,840.0
2.64,2.86,17.16,1029.0
1.33,1.46,14.700808153250637,300.0
2.55,2.46,14.76,840.0
0.9,1.46,14.700808153250637,338.0
0.8,0.0,14.700808153250637,420.0
1.92,1.56,14.700808153250637,300.0
2.7,2.45,14.75,720.0
0.83,0.0,14.700808153250637,358.0
1.51,2.19,14.700808153250637,284.0
1.1,1.65,14.700808153250637,548.0
0.86,1.0,14.700808153250637,240.00000000000003
1.9,1.0,14.700808153250637,780.0
1.05,0.0,14.700808153250637,320.0
1.69,2.94,14.700808153250637,652.0
1.3,0.0,14.700808153250637,501.00000000000006
0.7,1.45,14.700808153250637,420.0
1.2,1.45,14.700808153250637,300.0
0.4,1.26,14.700808153250637,294.0
0.84,0.0,14.700808153250637,300.0
2.7,1.2,16.5,1159.0
1.1,0.0,14.700808153250637,504.00000000000006
1.51,0.0,14.700808153250637,649.0
3.4,3.25,19.55,1076.0
1.38,0.0,14.700808153250637,420.0
0.02,0.0,14.700808153250637,0.0
1.73,0.0,14.700808153250637,694.0
2.1,0.15,14.700808153250637,1063.0
3.87,0.0,14.8,900.0
2.9,2.0,16.3,960.0000000000001
0.5,1.0,14.700808153250637,97.0
1.78,1.7,14.700808153250637,780.0
2.38,0.0,14.700808153250637,900.0
0.91,1.26,14.700808153250637,300.0
10.4,8.1,48.66,2340.0
2.09,2.36,14.700808153250637,660.0
1.36,0.0,14.700808153250637,420.0
0.92,0.73,14.700808153250637,219.0
1.25,0.0,14.700808153250637,305.0
4.0,0.0,14.8,720.0
18.4,10.55,63.35,4175.0
1.0,1.0,14.700808153250637,924.0000000000001
1.12,1.86,14.700808153250637,628.0
1.59,2.16,14.700808153250637,660.0
2.7,0.0,16.8,1382.0
1.8,2.55,14.700808153250637,592.0
0.69,0.0,14.700808153250637,158.0
0.47,0.96,14.700808153250637,124.00000000000001
0.44,0.64,14.700808153250637,60.00000000000001
2.91,3.26,19.56,1246.0
1.5,2.25,14.700808153250637,780.0
0.3,1.15,14.700808153250637,249.00000000000003
1.2,1.45,14.700808153250637,366.0
5.15,4.0,24.3,1184.0
0.91,1.26,14.700808153250637,248.00000000000003
0.8,1.0,14.700808153250637,300.0
0.96,1.26,14.700808153250637,166.0
0.81,2.06,14.700808153250637,821.0
8.5,12.9,55.96,2940.0
30.33,14.64,73.2,3780.0000000000005
1.2,1.36,14.700808153250637,271.0
1.14,0.0,14.700808153250637,277.0
4.2,3.45,20.75,1204.0
2.23,0.0,14.700808153250637,622.0
1.83,0.0,14.700808153250637,562.0
0.0,0.0,14.700808153250637,0.0
2.2,1.5,14.700808153250637,660.0
3.6,0.0,16.3,1074.0
2.76,2.66,15.96,798.0
7.97,5.32,34.88,911.0
2.8,2.75,20.55,1440.0
4.4,2.7,18.0,660.0
1.6,2.15,14.700808153250637,720.0
1.77,0.0,14.700808153250637,900.0
1.3,2.05,14.700808153250637,737.0
0.9,0.0,14.700808153250637,287.0
1.2,1.55,14.700808153250637,420.0
1.11,1.0,14.700808153250637,360.0
4.72,0.0,18.8,1357.0
5.4,0.0,17.3,720.0
1.75,1.66,14.700808153250637,342.0
2.25,2.0,14.700808153250637,841.0
0.6,1.1,14.700808153250637,709.0
2.7,3.35,20.15,1320.0
0.73,1.89,14.700808153250637,300.0
3.09,2.5,17.8,1080.0
1.3,2.2,14.700808153250637,480.00000000000006
3.0,2.26,14.700808153250637,480.00000000000006
2.8,2.65,15.95,848.0
0.9,0.0,14.700808153250637,480.00000000000006
0.7,0.0,14.700808153250637,219.0
8.9,8.1,40.66,1080.0
4.5,2.0,19.8,1325.0
1.68,2.94,14.700808153250637,636.0
2.42,0.0,14.700808153250637,783.0
0.73,1.06,14.700808153250637,120.00000000000001
0.8,0.0,14.700808153250637,660.0
1.13,2.16,14.700808153250637,868.0
3.2,1.5,15.8,922.0000000000001
1.47,0.0,14.700808153250637,720.0
1.72,2.2,14.700808153250637,476.00000000000006
2.3,0.0,14.700808153250637,712.0
2.24,5.04,21.84,1500.0
2.83,2.76,16.56,928.0000000000001
0.76,1.56,14.700808153250637,360.0
2.4,2.25,14.700808153250637,651.0
1.09,0.0,14.700808153250637,375.0
1.38,0.0,15.8,1320.0
7.4,0.0,23.8,943.0000000000001
1.0,1.25,14.700808153250637,253.00000000000003
1.5,1.76,14.700808153250637,421.0
1.9,1.62,14.700808153250637,720.0
1.8,2.0,14.700808153250637,840.0
8.98,7.51,45.07,2165.0
1.5,2.0,14.700808153250637,660.0
8.7,5.0,34.8,1685.0
0.4,0.0,14.700808153250637,114.0
1.1,0.0,14.700808153250637,431.0
0.47,1.58,14.700808153250637,240.00000000000003
11.8,7.45,44.75,2160.0
0.78,0.0,14.700808153250637,272.0
5.2,4.05,24.35,1140.0
1.51,2.26,14.700808153250637,720.0
1.39,0.0,14.700808153250637,563.0
1.92,0.0,16.3,1502.0
1.4,0.0,14.700808153250637,660.0
0.69,1.56,14.700808153250637,540.0
1.66,1.0,14.700808153250637,591.0
1.0,1.0,14.700808153250637,619.0
1.58,12.61,75.67,1524.0
3.76,0.0,18.3,1419.0
1.33,0.0,14.700808153250637,1106.0
0.64,1.16,14.700808153250637,300.0
0.7,1.0,14.700808153250637,326.0
2.02,0.0,14.700808153250637,900.0
1.37,0.0,14.700808153250637,303.0
3.6,2.0,22.3,1821.0
1.63,2.7,14.700808153250637,720.0
0.7,0.0,14.700808153250637,360.0
8.96,6.71,40.27,1200.0
3.6,2.5,16.8,900.0
17.4,0.0,52.8,2700.0
15.98,5.0,57.8,4440.0
1.81,2.06,14.700808153250637,666.0
0.87,0.0,14.700808153250637,660.0
1.4,1.0,14.700808153250637,652.0
0.99,1.56,14.700808153250637,426.0
1.34,0.0,14.700808153250637,360.0
0.96,1.95,14.700808153250637,397.0
10.54,6.6,48.16,2437.0
14.82,10.0,57.44,1800.0
1.17,0.0,14.700808153250637,568.0
0.9,1.55,14.700808153250637,430.0
1.7,3.95,17.25,1139.0
0.7,1.0,14.700808153250637,364.0
1.45,0.0,14.700808153250637,420.0
3.3,0.0,16.3,1209.0
2.24,2.66,15.96,960.0000000000001
1.0,2.0,14.700808153250637,365.0
0.9,0.0,14.700808153250637,345.0
1.5,0.0,14.700808153250637,556.0
15.27,0.0,45.8,2393.0
1.05,0.0,14.700808153250637,420.0
2.15,1.0,18.3,1632.0
0.5,0.0,14.700808153250637,420.0
1.74,2.16,14.700808153250637,660.0
6.1,4.0,26.3,1235.0
16.62,7.5,60.56,1835.0000000000002
11.3,0.0,40.06,1800.0
1.63,2.0,14.700808153250637,452.0
2.5,0.0,14.700808153250637,840.0
0.7,2.0,14.700808153250637,391.0
0.9,1.35,14.700808153250637,284.0
5.07,3.66,21.96,1097.0
1.63,0.0,26.3,2584.0
2.81,2.56,15.36,840.0
0.96,1.46,14.700808153250637,300.0
2.8,2.01,24.31,2040.0000000000002
1.86,3.39,14.700808153250637,840.0
2.0,2.05,14.700808153250637,498.00000000000006
0.62,1.46,14.700808153250637,399.0
1.09,1.0,14.700808153250637,514.0
1.43,1.56,14.700808153250637,360.0
2.26,5.0,16.8,811.0
0.6,1.15,14.700808153250637,183.0
0.67,1.06,14.700808153250637,240.00000000000003
16.1,15.0,89.3,2054.0
1.92,2.16,14.700808153250637,780.0
1.0,0.0,18.3,1701.0
2.8,0.0,14.700808153250637,429.0
0.6,1.0,14.700808153250637,300.0
3.65,2.5,17.8,840.0
0.6,1.15,14.700808153250637,120.00000000000001
1.13,0.0,14.700808153250637,300.0
0.99,1.46,14.700808153250637,423.0
1.18,2.56,15.36,1011.0000000000001
8.18,5.26,31.56,1518.0
0.5,0.0,14.700808153250637,120.00000000000001
1.72,0.0,14.700808153250637,611.0
0.74,0.0,14.700808153250637,347.0
1.3,2.21,14.700808153250637,921.0000000000001
3.02,0.0,14.700808153250637,721.0
2.66,3.5,19.8,1229.0
1.0,0.0,14.700808153250637,678.0
1.1,1.0,14.700808153250637,515.0
6.3,3.0,29.3,1920.0000000000002
2.5,2.25,14.700808153250637,680.0
3.28,1.0,24.8,2251.0
1.31,0.0,14.700808153250637,539.0
0.5,1.65,14.700808153250637,636.0
0.63,0.53,14.700808153250637,180.0
1.5,1.95,14.700808153250637,720.0
1.6,2.8,14.700808153250637,832.0
2.29,2.96,17.76,1236.0
1.7,2.45,14.700808153250637,650.0
2.7,2.75,16.55,900.0
2.55,1.5,14.700808153250637,660.0
0.7,1.0,14.700808153250637,391.0
1.9,1.95,14.700808153250637,589.0
5.6,1.0,21.8,1300.0
2.4,0.0,14.700808153250637,949.0000000000001
0.5,0.0,14.700808153250637,420.0
4.3,3.25,19.55,751.0
5.28,0.0,19.8,1143.0
1.07,0.0,14.700808153250637,420.0
0.72,2.19,14.700808153250637,300.0
0.82,1.16,14.700808153250637,120.00000000000001
0.56,0.0,14.700808153250637,250.00000000000003
9.5,3.83,42.13,1260.0
0.8,0.0,14.700808153250637,263.0
1.37,0.0,14.700808153250637,480.00000000000006
1.6,2.15,14.700808153250637,770.0
1.58,1.47,14.700808153250637,540.0
1.3,0.0,14.700808153250637,420.0
0.44,1.0,14.700808153250637,228.0
4.31,3.16,18.96,823.0
8.02,5.96,35.76,2118.0
3.75,3.06,18.36,758.0
2.24,1.19,14.700808153250637,631.0
1.29,2.58,14.700808153250637,660.0
1.25,1.82,14.700808153250637,378.0
0.6,0.0,14.700808153250637,417.0
0.5,1.29,14.700808153250637,96.0
0.98,0.0,14.700808153250637,720.0
7.01,2.38,26.18,1320.0
1.13,0.0,14.700808153250637,300.0
12.36,6.86,41.16,1669.0
2.7,1.7,14.700808153250637,788.0
1.6,3.95,19.75,1380.0
2.3,1.5,17.8,1292.0
1.4,1.0,14.700808153250637,240.00000000000003
0.48,0.0,14.700808153250637,180.0
4.7,6.35,38.15,3026.0
0.36,0.0,14.700808153250637,65.0
1.1,2.15,14.700808153250637,420.0
0.97,0.0,14.700808153250637,349.0
2.19,2.16,14.700808153250637,540.0
1.13,1.66,14.700808153250637,579.0
1.25,1.86,14.700808153250637,663.0
2.71,1.92,14.72,820.0
3.4,3.35,20.15,1260.0
1.2,0.02,14.700808153250637,432.0
0.68,1.46,14.700808153250637,381.0
0.7,0.0,14.700808153250637,405.0
7.37,0.0,29.84,1080.0
1.1,2.0,18.3,1500.0
1.55,2.2,14.700808153250637,480.00000000000006
3.4,2.85,17.15,897.0
2.5,2.65,15.95,900.0
0.75,1.82,14.700808153250637,360.0
6.5,0.0,20.8,900.0
1.78,1.76,14.700808153250637,494.00000000000006
1.59,0.0,14.700808153250637,767.0
0.43,1.59,14.700808153250637,257.0
1.25,2.0,14.700808153250637,257.0
0.9,2.05,14.700808153250637,726.0
0.58,1.7,14.700808153250637,180.0
1.1,1.0,14.700808153250637,300.0
0.8,0.0,14.700808153250637,594.0
10.2,0.0,29.8,965.0000000000001
0.88,0.0,14.700808153250637,240.00000000000003
0.82,0.0,14.700808153250637,169.0
3.27,0.0,14.700808153250637,825.0
1.3,0.0,15.3,1260.0
17.5,0.0,58.56,3237.0
1.2,1.0,14.700808153250637,451.0
3.63,1.08,17.88,1111.0
8.94,5.0,44.06,2640.0
0.96,0.0,14.700808153250637,285.0
0.62,2.46,14.76,949.0000000000001
0.64,1.0,14.700808153250637,345.0
2.3,2.35,14.700808153250637,900.0
0.76,0.0,14.700808153250637,740.0
0.48,0.0,14.700808153250637,235.00000000000003
2.1,3.2,16.0,901.0
2.1,2.0,14.700808153250637,689.0
0.5,0.0,14.700808153250637,300.0
1.4,2.05,14.700808153250637,446.0
22.1,0.0,62.84,4305.0
3.7,0.0,15.3,780.0
1.02,0.0,14.700808153250637,602.0
3.9,2.0,15.8,630.0
2.49,0.0,14.700808153250637,875.0
0.85,0.0,14.700808153250637,420.0
1.94,0.0,14.700808153250637,942.0000000000001
0.9,0.0,14.700808153250637,359.0
1.59,2.36,14.700808153250637,966.0000000000001
4.46,1.7,21.0,1371.0
1.2,1.0,14.700808153250637,420.0
0.6,1.55,14.700808153250637,420.0
0.69,0.8,14.700808153250637,129.0
1.3,0.7,18.0,1629.0
1.8,1.85,14.700808153250637,576.0
1.55,0.0,14.700808153250637,832.0
4.5,0.0,25.3,2280.0
3.65,0.0,16.3,960.0000000000001
24.89,0.0,83.56,5100.0
4.3,0.0,18.3,983.0000000000001
1.18,1.56,14.700808153250637,382.0
3.15,7.59,32.89,2520.0
1.28,0.0,14.700808153250637,420.0
1.2,0.0,14.700808153250637,573.0
2.37,2.82,14.700808153250637,600.0
1.44,0.0,14.700808153250637,482.00000000000006
1.11,1.0,14.700808153250637,480.00000000000006
0.1,0.0,14.700808153250637,148.0
2.0,2.45,14.75,900.0
0.84,1.0,14.700808153250637,420.0
2.3,2.75,16.55,1031.0
2.4,0.0,14.700808153250637,905.0
1.4,0.0,14.700808153250637,336.0
32.72,55.5,179.06,4049.0000000000005
0.8,0.0,14.700808153250637,250.00000000000003
0.7,0.0,14.700808153250637,379.0
1.5,2.35,14.700808153250637,900.0
1.0,0.0,14.700808153250637,496.00000000000006
1.39,1.86,14.700808153250637,592.0
0.7,1.7,14.700808153250637,262.0
1.6,0.0,14.700808153250637,360.0
0.5,0.0,14.700808153250637,250.00000000000003
1.7,0.0,14.700808153250637,960.0000000000001
0.6,0.7,14.700808153250637,240.00000000000003
2.63,0.0,17.3,1526.0
1.6,1.85,14.700808153250637,577.0
1.16,0.0,14.700808153250637,276.0
6.3,0.0,23.8,1270.0
0.8,1.0,14.700808153250637,307.0
2.3,2.05,14.700808153250637,599.0
0.7,1.85,14.700808153250637,319.0
0.7,0.0,14.700808153250637,240.00000000000003
0.5,1.3,14.700808153250637,180.0
0.95,1.0,14.700808153250637,308.0
0.9,1.0,14.700808153250637,628.0
1.2,2.65,15.95,1140.0
0.8,1.15,14.700808153250637,180.0
0.61,1.0,14.700808153250637,180.0
1.39,1.76,14.700808153250637,441.0
1.77,1.5,14.700808153250637,900.0
0.9,1.15,14.700808153250637,270.0
0.91,1.58,14.700808153250637,289.0
2.5,3.05,15.35,773.0
2.0,2.7,14.700808153250637,660.0
10.7,2.0,67.8,1980.0000000000002
1.6,0.0,14.700808153250637,615.0
17.8,11.71,70.27,1848.0000000000002
1.29,2.16,14.700808153250637,660.0
0.89,1.0,14.700808153250637,240.00000000000003
4.86,0.0,21.3,1320.0
1.2,1.35,14.700808153250637,256.0
1.1,1.85,14.700808153250637,594.0
2.14,2.36,14.700808153250637,730.0
0.7,2.2,14.700808153250637,685.0
8.4,5.0,32.8,1261.0
2.1,1.0,14.700808153250637,480.00000000000006
1.3,1.0,14.700808153250637,877.0
0.45,0.0,14.700808153250637,282.0
0.97,0.0,14.700808153250637,495.00000000000006
0.9,0.0,14.700808153250637,240.00000000000003
0.8,1.7,14.700808153250637,347.0
1.7,1.0,14.700808153250637,753.0
1.6,2.15,14.700808153250637,721.0
0.98,1.56,14.700808153250637,481.00000000000006
1.04,0.0,14.700808153250637,420.0
5.59,2.08,24.83,1200.0
2.82,2.36,14.700808153250637,621.0
16.6,11.71,70.27,1713.0
3.8,3.55,21.35,1204.0
9.9,8.57,51.41,2364.0
1.4,2.05,14.700808153250637,720.0
2.7,1.5,15.8,1038.0
2.05,2.66,15.96,918.0000000000001
0.62,1.26,14.700808153250637,242.00000000000003
1.62,1.96,14.700808153250637,600.0
1.44,1.56,14.700808153250637,412.0
5.3,0.0,24.8,1977.0000000000002
1.1,0.0,14.700808153250637,396.0
0.79,0.0,14.700808153250637,300.0
14.3,0.0,54.84,2956.0
10.0,7.01,42.07,1440.0
8.05,6.71,40.27,1380.0
1.22,2.26,14.700808153250637,900.0
0.95,1.82,14.700808153250637,420.0
9.3,10.1,43.9,2217.0
2.0,3.05,18.35,1260.0
0.3,0.0,14.700808153250637,180.0
8.55,5.86,35.16,1878.0000000000002
0.5,0.0,14.700808153250637,315.0
2.9,0.0,15.3,1200.0
3.2,1.5,21.8,1659.0
0.62,1.74,14.700808153250637,226.0
1.42,3.54,15.34,1013.0000000000001
0.85,0.0,14.700808153250637,320.0
1.23,0.0,14.700808153250637,396.0
0.67,0.0,14.700808153250637,210.0
0.93,0.0,14.700808153250637,556.0
1.5,2.0,14.700808153250637,300.0
0.69,0.0,14.700808153250637,180.0
0.8,0.0,14.700808153250637,161.0
2.0,2.85,17.15,1171.0
1.77,1.0,14.700808153250637,664.0
2.55,0.0,14.700808153250637,1020.0000000000001
5.01,3.56,21.36,960.0000000000001
4.38,1.0,20.3,1320.0
2.8,0.0,14.700808153250637,900.0
2.67,2.86,17.16,1044.0
2.1,0.0,14.700808153250637,1140.0
0.9,2.2,14.700808153250637,480.00000000000006
1.55,1.0,14.700808153250637,420.0
1.29,0.0,14.700808153250637,530.0
0.7,1.0,14.700808153250637,638.0
0.86,1.36,14.700808153250637,377.0
0.0,4.08,62.42,0.0
3.0,0.0,14.700808153250637,559.0
0.8,0.0,14.700808153250637,259.0
3.2,3.58,17.88,956.0000000000001
5.4,2.0,21.3,929.0000000000001
5.5,4.66,27.96,1775.0
0.3,0.0,14.700808153250637,300.0
9.64,2.0,35.8,2155.0
0.99,1.66,14.700808153250637,389.0
1.1,2.0,14.700808153250637,660.0
5.7,3.7,25.5,1459.0
0.3,1.4,14.700808153250637,120.00000000000001
0.73,1.06,14.700808153250637,240.00000000000003
2.75,1.5,14.700808153250637,442.0
2.15,0.0,14.700808153250637,840.0
0.6,0.0,14.700808153250637,356.0
2.4,1.0,14.700808153250637,1008.0000000000001
0.5,0.0,14.700808153250637,235.00000000000003
1.1,2.15,14.700808153250637,855.0
0.6,0.0,14.700808153250637,840.0
1.0,1.35,14.700808153250637,267.0
2.49,2.16,14.700808153250637,514.0
2.5,0.0,14.700808153250637,759.0
2.2,2.25,14.700808153250637,660.0
0.56,0.0,14.700808153250637,285.0
1.5,0.0,14.700808153250637,480.00000000000006
2.03,2.86,17.16,1260.0
1.1,1.95,14.700808153250637,730.0
1.3,2.3,14.700808153250637,344.0
1.5,0.0,14.700808153250637,480.00000000000006
1.2,0.0,14.700808153250637,411.0
1.0,0.0,14.700808153250637,829.0
0.9,0.0,14.700808153250637,189.0
7.32,0.0,31.34,1437.0
0.6,1.55,14.700808153250637,172.0
1.11,1.66,14.700808153250637,467.00000000000006
0.7,0.0,14.700808153250637,420.0
1.2,1.55,14.700808153250637,472.00000000000006
1.65,2.76,16.56,1110.0
0.96,1.26,14.700808153250637,300.0
0.7,0.0,14.700808153250637,480.00000000000006
2.64,3.54,15.34,713.0
1.97,2.06,14.700808153250637,540.0
2.6,0.0,15.3,1305.0
2.67,3.2,16.0,875.0
0.7,0.0,14.700808153250637,232.00000000000003
3.0,0.0,14.700808153250637,765.0
5.4,0.0,22.3,1488.0
1.6,1.95,14.700808153250637,584.0
2.6,0.0,14.700808153250637,637.0
1.4,2.05,14.700808153250637,820.0
0.61,0.0,14.700808153250637,342.0
1.4,0.93,14.700808153250637,554.0
3.0,3.55,21.35,1380.0
1.2,2.15,14.700808153250637,720.0
3.4,3.05,18.35,960.0000000000001
3.47,1.58,17.38,1200.0
0.5,0.0,14.700808153250637,297.0
1.9,0.0,14.700808153250637,479.00000000000006
1.43,0.0,14.700808153250637,360.0
1.0,1.55,14.700808153250637,480.00000000000006
1.4,0.0,15.8,1488.0
0.99,2.04,14.700808153250637,360.0
18.22,5.0,67.84,2984.0
1.0,2.5,14.700808153250637,518.0
1.94,0.0,14.700808153250637,660.0
3.2,0.0,16.3,1214.0
3.23,3.0,19.8,1320.0
0.39,1.16,14.700808153250637,305.0
1.01,1.16,14.700808153250637,245.00000000000003
1.25,0.0,14.700808153250637,600.0
3.1,3.45,17.25,848.0
17.7,10.0,68.56,3060.0
0.74,0.93,14.700808153250637,180.0
1.1,5.0,14.700808153250637,239.00000000000003
3.14,2.96,17.76,900.0
4.35,4.26,25.56,1680.0
1.2,0.0,14.700808153250637,530.0
1.8,0.0,14.700808153250637,691.0
0.9,1.0,14.700808153250637,425.0
0.61,0.96,14.700808153250637,146.0
2.5,0.0,16.8,1324.0
0.97,1.7,14.700808153250637,476.00000000000006
3.9,0.0,16.8,1192.0
1.25,0.0,14.700808153250637,1214.0
4.05,0.0,20.8,1800.0
0.46,0.0,14.700808153250637,120.00000000000001
11.09,7.41,44.47,1117.0
5.8,0.0,21.8,1357.0
1.6,0.0,14.700808153250637,382.0
2.44,2.66,15.96,1042.0
9.92,0.0,30.3,972.0000000000001
1.55,0.0,14.700808153250637,660.0
18.8,11.65,69.99,1801.0
3.39,3.26,19.56,1220.0
3.22,0.0,14.700808153250637,623.0
0.4,1.0,14.700808153250637,300.0
1.21,0.0,14.700808153250637,540.0
18.79,0.0,58.56,2794.0
8.9,0.0,38.06,2100.0
0.4,1.15,14.700808153250637,195.0
3.6,2.0,19.8,1231.0
1.2,1.65,14.700808153250637,480.00000000000006
2.78,3.46,20.76,1536.0
2.7,2.75,16.55,900.0
1.53,1.96,14.700808153250637,660.0
1.09,0.0,14.700808153250637,289.0
3.75,0.0,18.8,1490.0
3.89,0.0,58.56,2893.0
5.53,0.0,20.8,1260.0
3.9,4.1,24.66,720.0
10.1,0.0,32.3,1440.0
1.6,0.0,14.700808153250637,407.0
11.34,10.31,61.87,3533.0
1.48,0.0,14.700808153250637,494.00000000000006
1.66,2.16,14.700808153250637,605.0
2.7,3.0,19.3,1414.0
2.4,3.25,19.55,1320.0
1.6,1.0,14.700808153250637,787.0
18.0,5.0,63.56,1556.0
1.0,0.0,14.700808153250637,395.0
3.2,4.0,25.3,1885.0000000000002
11.7,0.0,47.06,2460.0
1.14,1.4,14.700808153250637,484.00000000000006
1.1,2.25,14.700808153250637,910.0
0.56,0.0,14.700808153250637,180.0
1.12,0.0,14.700808153250637,382.0
1.3,1.35,14.700808153250637,291.0
0.87,2.0,14.700808153250637,323.0
2.3,2.0,14.700808153250637,780.0
0.83,2.04,14.700808153250637,408.0
1.93,2.86,17.16,1170.0
1.6,1.95,14.700808153250637,600.0
0.9,1.55,14.700808153250637,423.0
0.78,1.0,14.700808153250637,240.00000000000003
0.5,0.96,14.700808153250637,180.0
6.7,5.65,33.95,2100.0
4.5,3.65,21.95,1061.0
5.3,3.55,21.35,938.0000000000001
1.0,0.0,14.700808153250637,660.0
0.9,0.0,14.700808153250637,277.0
1.95,2.16,14.700808153250637,660.0
1.73,1.0,14.700808153250637,420.0
1.39,0.0,14.700808153250637,360.0
1.8,2.55,15.35,1012.0000000000001
0.8,1.25,14.700808153250637,243.00000000000003
3.16,2.86,17.16,960.0000000000001
1.7,1.85,14.700808153250637,579.0
0.6,0.0,14.700808153250637,206.0
0.4,1.3,14.700808153250637,180.0
1.16,1.86,14.700808153250637,584.0
2.19,0.0,14.700808153250637,399.0
1.33,1.56,14.700808153250637,436.0
2.3,2.25,14.700808153250637,765.0
2.2,4.55,19.85,1260.0
3.46,2.66,15.96,695.0
1.1,0.0,14.700808153250637,492.00000000000006
7.6,2.0,30.8,2051.0
1.5,0.0,14.700808153250637,300.0
10.07,1.0,37.56,1440.0
3.4,3.0,18.3,1057.0
7.5,5.35,32.15,1560.0
1.24,0.9,14.700808153250637,600.0
1.0,1.25,14.700808153250637,578.0
4.4,2.0,26.3,1980.0000000000002
16.7,10.7,64.26,2460.0
0.4,0.0,14.700808153250637,60.00000000000001
2.8,2.2,16.0,1040.0
0.7,1.25,14.700808153250637,338.0
2.4,2.26,14.700808153250637,660.0
1.23,0.0,14.700808153250637,481.00000000000006
0.86,1.74,14.700808153250637,263.0
3.32,3.96,23.76,1749.0
1.0,1.25,14.700808153250637,240.00000000000003
1.3,2.15,14.700808153250637,825.0
5.07,0.0,21.8,1480.0
5.16,0.0,21.3,1380.0
2.66,4.66,27.96,2340.0
2.15,2.16,14.700808153250637,623.0
3.9,2.25,24.55,1922.0000000000002
0.5,2.2,14.700808153250637,526.0
1.4,1.0,14.700808153250637,929.0000000000001
1.04,2.16,14.700808153250637,840.0
1.8,2.15,14.700808153250637,660.0
0.42,1.84,19.09,1129.0
2.2,2.15,14.700808153250637,666.0
1.79,5.0,14.8,576.0
1.3,2.6,14.700808153250637,590.0
1.5,1.95,14.700808153250637,660.0
1.46,2.26,14.700808153250637,905.0
1.77,2.06,14.700808153250637,663.0
0.84,0.0,14.700808153250637,480.00000000000006
0.8,1.55,14.700808153250637,273.0
1.04,1.76,14.700808153250637,660.0
0.81,0.0,14.700808153250637,240.00000000000003
1.4,1.2,14.700808153250637,523.0
1.7,1.62,14.700808153250637,834.0
2.33,2.46,14.76,900.0
0.73,0.0,14.700808153250637,401.0
1.12,2.2,14.700808153250637,480.00000000000006
0.9,1.0,14.700808153250637,360.0
2.58,0.0,14.700808153250637,778.0
1.91,0.0,14.700808153250637,660.0
2.7,4.55,19.85,1140.0
5.68,0.0,22.3,1500.0
1.64,1.0,14.700808153250637,571.0
3.5,4.05,20.35,1207.0
0.88,1.26,14.700808153250637,259.0
1.1,1.0,14.700808153250637,321.0
1.5,2.9,14.700808153250637,780.0
6.3,3.4,31.7,2460.0
1.5,1.0,14.700808153250637,763.0
0.62,0.0,14.700808153250637,295.0
0.9,1.5,14.700808153250637,714.0
2.0,1.0,14.700808153250637,660.0
3.1,3.55,21.35,1475.0
4.1,3.36,20.16,1136.0
6.15,0.0,24.3,1500.0
0.71,2.04,14.700808153250637,397.0
11.0,6.35,38.15,1061.0
5.1,3.0,24.3,1330.0
1.4,2.25,14.700808153250637,778.0
1.5,0.0,14.700808153250637,660.0
0.7,0.0,14.700808153250637,240.00000000000003
1.8,2.25,14.700808153250637,642.0
3.7,4.95,29.75,2160.0
1.09,1.5,15.8,1314.0
0.58,1.0,14.700808153250637,240.00000000000003
2.62,0.0,14.700808153250637,749.0
2.63,2.5,16.8,1021.0000000000001
1.41,1.0,14.700808153250637,434.0
0.79,0.0,14.700808153250637,273.0
0.69,1.26,14.700808153250637,370.0
5.6,3.0,24.3,1367.0
1.02,0.0,14.700808153250637,337.0
0.7,1.0,14.700808153250637,300.0
1.88,1.66,14.700808153250637,300.0
7.5,9.55,47.79,2522.0
2.6,1.3,14.700808153250637,780.0
1.33,3.09,14.700808153250637,720.0
6.38,4.46,26.76,1200.0
0.81,1.36,14.700808153250637,407.0
1.55,3.2,16.0,1109.0
1.47,1.36,14.700808153250637,223.0
0.98,1.66,14.700808153250637,503.00000000000006
1.06,1.4,14.700808153250637,654.0
1.73,1.5,14.700808153250637,694.0
0.45,0.86,14.700808153250637,120.00000000000001
2.71,2.0,17.3,1167.0
1.13,0.0,14.700808153250637,1020.0000000000001
1.1,0.0,14.700808153250637,600.0
2.86,2.46,14.76,660.0
0.88,0.0,14.700808153250637,180.0
0.87,1.46,14.700808153250637,358.0
6.1,4.65,27.95,1440.0
0.6,1.0,14.700808153250637,183.0
1.06,0.0,14.700808153250637,878.0
4.3,0.0,22.3,1780.0
2.98,3.36,20.16,1215.0
0.81,1.36,14.700808153250637,476.00000000000006
1.37,1.86,14.700808153250637,520.0
1.5,3.2,16.0,981.0000000000001
2.92,2.36,14.700808153250637,540.0
2.7,1.0,15.3,900.0
0.72,1.26,14.700808153250637,300.0
9.3,10.0,47.56,1878.0000000000002
1.5,1.5,14.700808153250637,746.0
2.1,0.0,14.700808153250637,1068.0
2.0,2.45,14.75,964.0000000000001
2.7,3.0,18.3,1320.0
0.51,0.48,14.700808153250637,180.0
2.07,2.7,14.700808153250637,655.0
