vendorid2,paymenttype1,paymenttype2,pulocationid237,pulocationid161,pulocationid236,pulocationid186,pulocationid162,dolocationid161,dolocationid236,dolocationid237,dolocationid230,dolocationid170,tpeppickupdatetimehour0,tpeppickupdatetimehour1,tpeppickupdatetimehour2,tpepdropoffdatetimehour0,tpepdropoffdatetimehour1,tpepdropoffdatetimehour2,passengercount,tripdistance,fareamount,tipamount,totalamount,duration
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.8376623376623377,0.6415094339622641,0.0,0.607235142118863,900.0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.16666666666666666,0.09253246753246752,0.18867924528301885,0.16420361247947454,0.23578811369509042,261.0
1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.0,0.137987012987013,0.24528301886792453,0.2988505747126437,0.2945736434108527,421.0
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.2435064935064935,0.2830188679245283,0.30377668308702793,0.3601421188630491,451.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.935064935064935,0.7735849056603773,0.8735632183908046,0.8598191214470284,1395.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.3896103896103896,0.43396226415094336,0.0,0.39728682170542634,780.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.45454545454545453,0.5849056603773585,0.5336617405582923,0.6314599483204134,1320.0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.0487012987012987,0.1509433962264151,0.0,0.15503875968992245,189.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.5827922077922078,0.49056603773584906,0.0,0.46188630490956073,793.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.11363636363636363,0.20754716981132074,0.1559934318555008,0.23417312661498707,318.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.3246753246753247,0.33962264150943394,0.3366174055829228,0.39890180878552967,486.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.15746753246753245,0.2641509433962264,0.27257799671592775,0.32170542635658916,540.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8333333333333333,0.14772727272727273,0.22641509433962265,0.0,0.2196382428940568,360.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8333333333333333,0.7516233766233766,0.6415094339622641,0.6009852216748769,0.7093023255813953,951.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.21103896103896105,0.3018867924528302,0.32019704433497537,0.3795219638242894,600.0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5,0.09577922077922077,0.16981132075471697,0.20689655172413793,0.24418604651162787,169.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.3246753246753247,0.4528301886792453,0.4926108374384236,0.5103359173126615,1020.0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.13636363636363635,0.2641509433962264,0.0,0.251937984496124,499.0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.3896103896103896,0.5660377358490566,0.0,0.5426356589147286,1387.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.37337662337662336,0.4150943396226415,0.3284072249589491,0.4780361757105943,792.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.20941558441558442,0.2641509433962264,0.19704433497536944,0.3229974160206718,426.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.34090909090909094,0.43396226415094336,0.40229885057471265,0.47642118863049093,880.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.39935064935064934,0.4150943396226415,0.0,0.39728682170542634,660.0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.16666666666666666,0.08116883116883117,0.18867924528301885,0.0,0.2196382428940568,300.0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.16666666666666666,0.23538961038961037,0.5094339622641509,0.4696223316912972,0.5542635658914729,1320.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.29383116883116883,0.3018867924528302,0.0,0.2842377260981912,473.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.3333333333333333,0.275974025974026,0.3962264150943396,0.0,0.39728682170542634,840.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.17370129870129872,0.24528301886792453,0.0,0.23578811369509042,396.0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.16666666666666666,0.19967532467532467,0.33962264150943394,0.0,0.31653746770025837,745.0
1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.3333333333333333,0.14285714285714285,0.24528301886792453,0.23973727422003283,0.2829457364341085,398.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.5357142857142857,0.7169811320754716,0.4926108374384236,0.7364341085271318,1800.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.5422077922077921,0.5849056603773585,0.5517241379310345,0.6511627906976744,1260.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.12987012987012989,0.18867924528301885,0.30377668308702793,0.26324289405684753,209.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.34090909090909094,0.5283018867924528,0.4860426929392446,0.5736434108527132,1260.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.16233766233766234,0.5471698113207547,0.5336617405582923,0.6314599483204134,1382.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.6558441558441559,0.6792452830188679,0.0,0.607235142118863,1275.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.25974025974025977,0.33962264150943394,0.5254515599343186,0.45219638242894056,720.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.0974025974025974,0.3018867924528302,0.0,0.31653746770025837,660.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16666666666666666,0.3246753246753247,0.32075471698113206,0.3284072249589491,0.38113695090439276,480.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.45779220779220775,0.7547169811320754,0.6995073891625615,0.8255813953488371,1912.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.19642857142857142,0.3773584905660377,0.3875205254515599,0.4573643410852713,814.0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.9285714285714285,0.8867924528301886,0.0,0.7848837209302325,1630.0
0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.3333333333333333,0.17857142857142858,0.24528301886792453,0.0,0.2680878552971576,394.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.40259740259740256,0.5471698113207547,0.5024630541871921,0.5930232558139534,1374.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.40584415584415584,0.43396226415094336,0.16420361247947454,0.4295865633074935,840.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.09415584415584415,0.20754716981132074,0.2233169129720854,0.2635658914728682,360.0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.6152597402597403,0.6226415094339622,0.0,0.5587855297157622,1305.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.3246753246753247,0.4150943396226415,0.0,0.38113695090439276,840.0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.16666666666666666,0.13636363636363635,0.3773584905660377,0.0,0.3488372093023256,900.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6666666666666666,0.1461038961038961,0.16981132075471697,0.0,0.18733850129198965,120.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.2922077922077922,0.3018867924528302,0.451559934318555,0.38921188630490955,522.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.6493506493506493,0.49056603773584906,0.2463054187192118,0.4941860465116279,678.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.19318181818181818,0.22641509433962265,0.23973727422003283,0.2829457364341085,240.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.8928571428571428,0.6226415094339622,0.845648604269294,0.7251291989664082,768.0
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.16666666666666666,0.1461038961038961,0.22641509433962265,0.0,0.251937984496124,349.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.5,0.3652597402597403,0.3773584905660377,0.3711001642036124,0.437984496124031,660.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.7305194805194806,0.6226415094339622,0.5845648604269293,0.6899224806201549,1080.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.25974025974025977,0.33962264150943394,0.2463054187192118,0.3649870801033592,699.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.09433962264150943,0.0,0.13888888888888887,8.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.33928571428571425,0.33962264150943394,0.16420361247947454,0.3649870801033592,586.0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.16666666666666666,0.5032467532467533,0.6981132075471698,0.632183908045977,0.7477390180878551,1620.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.0,0.09433962264150943,0.16420361247947454,0.15503875968992245,60.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.2435064935064935,0.24528301886792453,0.0,0.251937984496124,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.8587662337662337,0.8113207547169811,0.9359605911330049,0.9205426356589147,1740.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.28084415584415584,0.33962264150943394,0.16420361247947454,0.3649870801033592,660.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.34090909090909094,0.43396226415094336,0.30377668308702793,0.45704134366925064,918.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.16666666666666666,0.6314935064935066,0.7169811320754716,0.0,0.6395348837209301,1620.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.1948051948051948,0.3018867924528302,0.3284072249589491,0.3649870801033592,610.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.1185064935064935,0.18867924528301885,0.20689655172413793,0.24418604651162787,240.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.5357142857142857,0.5471698113207547,0.5336617405582923,0.6314599483204134,935.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.4415584415584416,0.43396226415094336,0.4367816091954023,0.5155038759689923,760.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.2077922077922078,0.4528301886792453,0.4532019704433497,0.5348837209302325,1109.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.0974025974025974,0.16981132075471697,0.0,0.17118863049095606,246.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8333333333333333,0.49188311688311687,0.4716981132075472,0.2463054187192118,0.4780361757105943,863.0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.22727272727272727,0.32075471698113206,0.0,0.332687338501292,647.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.237012987012987,0.3018867924528302,0.3054187192118227,0.36046511627906974,540.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.5357142857142857,0.7547169811320754,0.0,0.6718346253229974,1879.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8333333333333333,0.6477272727272727,0.5660377358490566,0.3284072249589491,0.5749354005167958,1000.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.3246753246753247,0.6981132075471698,0.632183908045977,0.7477390180878551,1836.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.3896103896103896,0.4716981132075472,0.451559934318555,0.5345607235142119,900.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.1948051948051948,0.33962264150943394,0.35467980295566504,0.41860465116279066,748.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.16666666666666666,0.06493506493506494,0.1509433962264151,0.0,0.15503875968992245,240.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.7305194805194806,0.660377358490566,0.0,0.607235142118863,1200.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.09090909090909091,0.18867924528301885,0.0,0.18733850129198965,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.27759740259740256,0.2830188679245283,0.27257799671592775,0.32170542635658916,420.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.5795454545454545,0.5849056603773585,0.0,0.5426356589147286,1260.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.17857142857142858,0.2641509433962264,0.361247947454844,0.355297157622739,451.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8333333333333333,0.4415584415584416,0.660377358490566,0.6009852216748769,0.7093023255813953,1634.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.11363636363636363,0.16981132075471697,0.3284072249589491,0.23578811369509042,180.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.07467532467532467,0.16981132075471697,0.0,0.17118863049095606,209.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,0.9188311688311689,0.660377358490566,0.0,0.5910852713178294,763.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.07954545454545454,0.18867924528301885,0.2233169129720854,0.2635658914728682,300.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.7142857142857143,0.6415094339622641,0.5829228243021346,0.6895994832041343,1098.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3333333333333333,0.2922077922077922,0.4716981132075472,0.0,0.4295865633074935,1058.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.3246753246753247,0.3962264150943396,0.0,0.3649870801033592,849.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.3333333333333333,0.25974025974025977,0.49056603773584906,0.0,0.46188630490956073,1183.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.09090909090909091,0.16981132075471697,0.0,0.20348837209302323,195.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.4448051948051948,0.4528301886792453,0.4367816091954023,0.5155038759689923,840.0
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.16666666666666666,0.22727272727272727,0.32075471698113206,0.0,0.31653746770025837,600.0
1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.8333333333333333,0.24675324675324675,0.3584905660377358,0.0,0.332687338501292,780.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.35714285714285715,0.3584905660377358,0.0,0.3488372093023256,600.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.16233766233766234,0.20754716981132074,0.0,0.2196382428940568,279.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.2922077922077922,0.3584905660377358,0.33825944170771755,0.3992248062015503,660.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.7467532467532467,0.5471698113207547,0.0,0.5103359173126615,720.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.5974025974025974,0.5471698113207547,0.0,0.5103359173126615,1033.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.1948051948051948,0.2830188679245283,0.0,0.2680878552971576,540.0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.09090909090909091,0.20754716981132074,0.20689655172413793,0.24418604651162787,346.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.9902597402597402,0.830188679245283,0.779967159277504,0.922157622739018,1620.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.17370129870129872,0.22641509433962265,0.16420361247947454,0.2680878552971576,300.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6666666666666666,0.8441558441558442,0.7169811320754716,0.3284072249589491,0.7202842377260982,1198.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.2564935064935065,0.2641509433962264,0.27257799671592775,0.32170542635658916,412.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.45454545454545453,0.8679245283018867,0.3284072249589491,0.8333333333333333,2340.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.5,0.275974025974026,0.33962264150943394,0.2134646962233169,0.3585271317829457,540.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.3333333333333333,0.08116883116883117,0.16981132075471697,0.20525451559934318,0.24386304909560721,199.0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16666666666666666,0.16233766233766234,0.22641509433962265,0.0,0.23578811369509042,306.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.21103896103896105,0.24528301886792453,0.2545155993431856,0.3020025839793281,300.0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.801948051948052,0.9245283018867925,0.8472906403940886,0.9999999999999999,2101.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.15097402597402598,0.16981132075471697,0.0,0.18733850129198965,180.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.577922077922078,0.6037735849056604,0.0,0.5587855297157622,1252.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.9415584415584415,0.7924528301886792,0.7307060755336617,0.8640180878552971,1222.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.2646103896103896,0.33962264150943394,0.33825944170771755,0.3992248062015503,670.0
1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.125,0.18867924528301885,0.0,0.18733850129198965,240.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.19155844155844154,0.2830188679245283,0.16420361247947454,0.3003875968992248,544.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.7126623376623376,0.5660377358490566,0.0,0.5264857881136951,934.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.16233766233766234,0.20754716981132074,0.16420361247947454,0.251937984496124,240.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.2922077922077922,0.2830188679245283,0.0,0.2680878552971576,300.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,0.10714285714285715,0.22641509433962265,0.16420361247947454,0.251937984496124,420.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.0974025974025974,0.20754716981132074,0.16420361247947454,0.251937984496124,360.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.45454545454545453,0.4150943396226415,0.0,0.39728682170542634,597.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.3084415584415584,0.4150943396226415,0.0,0.38113695090439276,832.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.06493506493506494,0.16981132075471697,0.0,0.17118863049095606,198.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.45454545454545453,0.3773584905660377,0.35303776683087024,0.41828165374676995,480.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.19155844155844154,0.3584905660377358,0.2528735632183908,0.38242894056847543,795.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.551948051948052,0.5471698113207547,0.0,0.5264857881136951,1020.0
1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.16666666666666666,0.14772727272727273,0.20754716981132074,0.0,0.20348837209302323,300.0
1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.5405844155844156,0.6415094339622641,0.0,0.5749354005167958,1560.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.33116883116883117,0.4716981132075472,0.4367816091954023,0.5155038759689923,1071.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.27759740259740256,0.32075471698113206,0.08210180623973727,0.31653746770025837,540.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.19967532467532467,0.32075471698113206,0.3054187192118227,0.36046511627906974,682.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.6655844155844155,0.660377358490566,0.599343185550082,0.7089793281653746,1320.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.34090909090909094,0.5471698113207547,0.8210180623973727,0.6556847545219638,1260.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.1590909090909091,0.2830188679245283,0.27257799671592775,0.32170542635658916,545.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.22727272727272727,0.2641509433962264,0.0,0.2680878552971576,470.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.12337662337662338,0.20754716981132074,0.0,0.20348837209302323,300.0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.16666666666666666,0.15097402597402598,0.2641509433962264,0.0,0.251937984496124,517.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.22727272727272727,0.22641509433962265,0.0,0.2196382428940568,240.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.2435064935064935,0.32075471698113206,0.4926108374384236,0.39728682170542634,573.0
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.3333333333333333,0.35714285714285715,0.6037735849056604,0.5500821018062397,0.6508397932816536,1560.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.16666666666666666,0.11363636363636363,0.22641509433962265,0.0,0.2196382428940568,400.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.21915584415584416,0.22641509433962265,0.2988505747126437,0.2945736434108527,253.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.10064935064935064,0.22641509433962265,0.16420361247947454,0.251937984496124,420.0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.09902597402597402,0.1509433962264151,0.19047619047619047,0.22480620155038758,191.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.21266233766233766,0.22641509433962265,0.2988505747126437,0.2945736434108527,295.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.1461038961038961,0.22641509433962265,0.0,0.23578811369509042,408.0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16666666666666666,0.3814935064935065,0.33962264150943394,0.2791461412151067,0.38759689922480617,540.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.12987012987012989,0.2830188679245283,0.16420361247947454,0.3003875968992248,584.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3333333333333333,0.21103896103896105,0.24528301886792453,0.0,0.23578811369509042,360.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.022727272727272728,0.11320754716981132,0.0,0.13888888888888887,60.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.3333333333333333,0.17857142857142858,0.3584905660377358,0.3284072249589491,0.39728682170542634,796.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.40584415584415584,0.4150943396226415,0.2463054187192118,0.4457364341085271,735.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.1948051948051948,0.3018867924528302,0.451559934318555,0.38921188630490955,586.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.21103896103896105,0.5660377358490566,0.0,0.5103359173126615,1501.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.34090909090909094,0.5283018867924528,0.3284072249589491,0.5426356589147286,1192.0
