vendorid2,paymenttype1,paymenttype2,pulocationid237,pulocationid161,pulocationid236,pulocationid186,pulocationid162,dolocationid161,dolocationid236,dolocationid237,dolocationid230,dolocationid170,tpeppickupdatetimehour0,tpeppickupdatetimehour1,tpeppickupdatetimehour2,tpepdropoffdatetimehour0,tpepdropoffdatetimehour1,tpepdropoffdatetimehour2,passengercount,tripdistance,fareamount,tipamount,totalamount,duration
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.16666666666666666,0.08116883116883117,0.16981132075471697,0.3284072249589491,0.251937984496124,240.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.27759740259740256,0.3962264150943396,0.3711001642036124,0.437984496124031,860.0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.0,0.7547169811320754,0.0,0.6556847545219638,7.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0.17207792207792208,0.20754716981132074,0.0,0.2196382428940568,296.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.6655844155844155,0.660377358490566,0.6157635467980296,0.7283591731266149,1196.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.17532467532467533,0.22641509433962265,0.1921182266009852,0.28972868217054265,360.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.16666666666666666,0.4220779220779221,0.49056603773584906,0.0,0.4457364341085271,970.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.14772727272727273,0.22641509433962265,0.0,0.251937984496124,356.0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.1542207792207792,0.32075471698113206,0.3284072249589491,0.39728682170542634,702.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.27759740259740256,0.24528301886792453,0.16420361247947454,0.2842377260981912,300.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.4253246753246753,0.3773584905660377,0.0,0.3649870801033592,600.0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.10876623376623377,0.16981132075471697,0.17405582922824303,0.2054263565891473,249.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.17857142857142858,0.22641509433962265,0.23809523809523808,0.2826227390180878,324.0
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3333333333333333,0.34740259740259744,0.43396226415094336,0.0,0.39728682170542634,901.0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.22727272727272727,0.24528301886792453,0.23809523809523808,0.2826227390180878,403.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.16233766233766234,0.20754716981132074,0.0,0.2196382428940568,294.0
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.2987012987012987,0.2830188679245283,0.0,0.2842377260981912,415.0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.16666666666666666,0.08928571428571429,0.1509433962264151,0.19704433497536944,0.19379844961240308,180.0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.16666666666666666,0.0487012987012987,0.1320754716981132,0.0,0.15503875968992245,120.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.22564935064935063,0.3018867924528302,0.361247947454844,0.355297157622739,520.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.2435064935064935,0.4150943396226415,0.0,0.38113695090439276,960.0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.17857142857142858,0.22641509433962265,0.0,0.2196382428940568,360.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.08116883116883117,0.16981132075471697,0.1724137931034483,0.20510335917312658,260.0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.16666666666666666,0.25487012987012986,0.4716981132075472,0.4367816091954023,0.5155038759689923,1114.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.16720779220779222,0.18867924528301885,0.20689655172413793,0.24418604651162787,149.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3333333333333333,0.10551948051948053,0.18867924528301885,0.0,0.20348837209302323,240.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.45454545454545453,0.7735849056603773,0.5254515599343186,0.7913436692506459,2023.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.9967532467532467,0.9245283018867925,0.0,0.8333333333333333,1800.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.2435064935064935,0.4716981132075472,0.6486042692939245,0.5571705426356589,1079.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.4220779220779221,0.4150943396226415,0.4926108374384236,0.4941860465116279,707.0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.16666666666666666,0.5032467532467533,0.5660377358490566,0.16420361247947454,0.5426356589147286,1151.0
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.16666666666666666,0.34090909090909094,0.4528301886792453,0.4351395730706075,0.5151808785529715,1020.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.3333333333333333,0.3198051948051948,0.4528301886792453,0.0,0.4134366925064599,995.0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,0.7581168831168831,0.6415094339622641,0.5845648604269293,0.6899224806201549,900.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.6996753246753246,0.660377358490566,0.6174055829228242,0.7286821705426355,1341.0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.13636363636363635,0.24528301886792453,0.0,0.2680878552971576,420.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.37987012987012986,0.3962264150943396,0.3875205254515599,0.4573643410852713,660.0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.3333333333333333,0.16883116883116883,0.18867924528301885,0.0,0.20348837209302323,190.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.461038961038961,0.5283018867924528,0.4860426929392446,0.5736434108527132,1129.0
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.3333333333333333,0.0487012987012987,0.16981132075471697,0.0,0.18733850129198965,251.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.16666666666666666,0.6331168831168831,0.7169811320754716,0.0,0.6556847545219638,1649.0
