passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,VendorID_2,RatecodeID_2,RatecodeID_3,RatecodeID_4,RatecodeID_5,RatecodeID_99,store_and_fwd_flag_Y,payment_type_2,payment_type_3,payment_type_4,minutes
1,2.61,861,299,12.0,0.5,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,15.400000000000002
2,2.22,555,299,9.0,0.5,0.5,2.06,0.0,0.3,12.36,1,0,0,0,0,0,0,0,0,0,9.0
1,0.86,297,761,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,7.0
1,2.1,488,440,11.5,0.0,0.5,1.0,0.0,0.3,13.3,0,0,0,0,0,0,0,0,0,0,14.466666666666667
1,3.17,617,356,13.0,0.0,0.5,1.2,0.0,0.3,15.0,1,0,0,0,0,0,0,0,0,0,16.05
1,0.6,779,557,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0,0,0,0,0,0,0,0,0,0,12.05
1,0.4,392,249,3.5,0.0,0.5,2.0,0.0,0.3,6.3,0,0,0,0,0,0,0,0,0,0,1.0000000000000002
1,0.4,227,619,4.5,0.0,0.5,1.05,0.0,0.3,6.35,0,0,0,0,0,0,0,0,0,0,4.000000000000001
1,1.24,779,462,6.0,0.5,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,5.433333333333334
1,1.74,749,467,8.5,0.0,0.5,1.0,0.0,0.3,10.3,1,0,0,0,0,0,0,0,0,0,10.183333333333334
2,1.32,749,246,7.0,1.0,0.5,1.76,0.0,0.3,10.56,1,0,0,0,0,0,0,0,0,0,7.800000000000001
1,0.89,749,472,5.5,0.0,0.5,1.58,0.0,0.3,7.88,1,0,0,0,0,0,0,0,0,0,5.783333333333333
3,0.6,303,259,5.5,1.0,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,6.466666666666667
5,1.79,463,246,8.0,1.0,0.5,1.0,0.0,0.3,10.8,1,0,0,0,0,0,0,0,0,0,9.0
1,0.9,145,406,5.5,0.5,0.5,0.34,0.0,0.3,7.14,0,0,0,0,0,0,0,0,0,0,5.0
1,0.5,463,661,4.5,0.0,0.5,1.05,0.0,0.3,6.35,0,0,0,0,0,0,0,0,0,0,4.4
2,1.56,297,681,10.5,0.5,0.5,2.36,0.0,0.3,14.16,1,0,0,0,0,0,0,0,0,0,14.0
1,1.1,590,699,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0,0,0,0,0,0,0,0,0,0,6.0
1,1.0,590,467,5.5,0.5,0.5,1.0,0.0,0.3,7.8,0,0,0,0,0,0,0,0,0,0,5.283333333333333
1,0.9,617,661,5.5,0.0,0.5,0.95,0.0,0.3,7.25,0,0,0,0,0,0,0,0,0,0,4.733333333333333
1,0.69,488,518,4.5,0.0,0.5,1.06,0.0,0.3,6.36,1,0,0,0,0,0,0,0,0,0,3.7666666666666666
2,1.59,792,89,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,0,0,0,0,0,0,0,0,0,8.000000000000002
1,0.81,590,467,6.0,1.0,0.5,1.0,0.0,0.3,8.8,1,0,0,0,0,0,0,0,0,0,6.0
3,0.82,345,304,5.5,0.0,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,4.8
1,1.93,739,568,9.5,1.0,0.5,2.26,0.0,0.3,13.56,1,0,0,0,0,0,0,0,0,0,10.633333333333333
1,0.8,259,802,6.5,0.0,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,8.05
1,1.52,792,239,7.5,1.0,0.5,1.25,0.0,0.3,10.55,1,0,0,0,0,0,0,0,0,0,7.466666666666667
1,1.8,576,285,9.5,0.0,0.5,1.0,0.0,0.3,11.3,0,0,0,0,0,0,0,0,0,0,12.25
1,1.8,89,406,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0,0,0,0,0,0,0,0,0,0,9.0
1,0.8,739,612,5.0,1.0,0.5,1.35,0.0,0.3,8.15,0,0,0,0,0,0,0,0,0,0,3.983333333333334
1,1.6,463,467,11.0,0.0,0.5,2.35,0.0,0.3,14.15,0,0,0,0,0,0,0,0,0,0,15.366666666666669
1,0.8,277,391,5.5,0.5,0.5,1.35,0.0,0.3,8.15,0,0,0,0,0,0,0,0,0,0,5.416666666666667
1,3.56,188,89,13.5,0.5,0.5,2.0,0.0,0.3,16.8,1,0,0,0,0,0,0,0,0,0,15.0
1,1.2,463,467,12.0,0.0,0.5,1.0,0.0,0.3,13.8,0,0,0,0,0,0,0,0,0,0,19.0
1,0.3,779,342,5.5,0.0,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,6.566666666666666
1,2.2,483,619,9.5,0.5,0.5,1.0,0.0,0.3,11.8,0,0,0,0,0,0,0,0,0,0,10.983333333333333
1,0.8,483,334,4.5,0.0,0.5,1.0,0.0,0.3,6.3,0,0,0,0,0,0,0,0,0,0,3.0
1,0.7,555,472,6.0,0.5,0.5,1.7,0.0,0.3,9.0,0,0,0,0,0,0,0,0,0,0,6.266666666666667
1,3.37,785,185,14.5,0.5,0.5,2.0,0.0,0.3,17.8,1,0,0,0,0,0,0,0,0,0,16.983333333333334
3,1.1,590,391,6.5,0.5,0.5,1.2,0.0,0.3,9.0,0,0,0,0,0,0,0,0,0,0,7.0
1,1.5,436,342,7.5,1.0,0.5,2.3,0.0,0.3,11.6,0,0,0,0,0,0,0,0,0,0,7.55
1,0.85,463,427,5.5,0.0,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,4.683333333333334
1,0.89,590,342,4.5,0.0,0.5,2.0,0.0,0.3,7.3,1,0,0,0,0,0,0,0,0,0,2.183333333333333
1,1.8,583,285,8.0,0.0,0.5,1.2,0.0,0.3,10.0,0,0,0,0,0,0,0,0,0,0,8.000000000000002
1,0.82,392,356,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,4.000000000000001
1,1.5,14,51,10.5,0.0,0.5,2.0,0.0,0.3,13.3,0,0,0,0,0,0,0,0,0,0,13.883333333333333
1,1.79,590,411,12.0,1.0,0.5,2.76,0.0,0.3,16.56,1,0,0,0,0,0,0,0,0,0,17.05
1,1.06,469,334,6.0,0.0,0.5,1.0,0.0,0.3,7.8,1,0,0,0,0,0,0,0,0,0,6.0
1,1.0,483,224,8.0,0.5,0.5,2.3,0.0,0.3,11.6,0,0,0,0,0,0,0,0,0,0,10.2
1,1.2,785,261,8.5,0.0,0.5,2.75,0.0,0.3,12.05,0,0,0,0,0,0,0,0,0,0,11.55
6,0.67,576,661,6.0,0.0,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,6.983333333333333
1,2.3,779,246,14.5,0.0,0.5,10.0,0.0,0.3,25.3,0,0,0,0,0,0,0,0,0,0,21.0
1,2.13,611,427,9.5,1.0,0.5,2.82,0.0,0.3,14.12,1,0,0,0,0,0,0,0,0,0,9.533333333333333
1,2.0,890,661,12.0,0.0,0.5,2.55,0.0,0.3,15.35,0,0,0,0,0,0,0,0,0,0,15.433333333333335
1,0.8,739,653,6.5,0.0,0.5,1.8,0.0,0.3,9.1,0,0,0,0,0,0,0,0,0,0,8.000000000000002
1,0.8,890,304,5.0,0.0,0.5,1.0,0.0,0.3,6.8,0,0,0,0,0,0,0,0,0,0,4.000000000000001
1,2.6,779,521,12.5,0.5,0.5,5.0,0.0,0.3,18.8,0,0,0,0,0,0,0,0,0,0,17.3
5,0.39,423,406,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,5.5
1,0.5,749,699,7.0,0.0,0.5,1.55,0.0,0.3,9.35,0,0,0,0,0,0,0,0,0,0,9.0
2,3.2,792,356,11.5,0.5,0.5,2.55,0.0,0.3,15.35,0,0,0,0,0,0,0,0,0,0,10.166666666666666
1,2.62,423,406,12.0,0.0,0.5,2.56,0.0,0.3,15.36,1,0,0,0,0,0,0,0,0,0,14.816666666666666
1,3.49,749,467,13.0,0.0,0.5,2.07,0.0,0.3,15.87,1,0,0,0,0,0,0,0,0,0,13.35
1,3.53,436,411,13.5,0.5,0.5,2.96,0.0,0.3,17.76,1,0,0,0,0,0,0,0,0,0,12.0
1,1.0,227,619,7.5,1.0,0.5,1.85,0.0,0.3,11.15,0,0,0,0,0,0,0,0,0,0,8.000000000000002
1,1.0,890,802,5.5,1.0,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,4.666666666666667
2,1.54,590,121,11.5,0.0,0.5,3.08,0.0,0.3,15.38,1,0,0,0,0,0,0,0,0,0,15.783333333333335
1,2.3,421,518,11.0,1.0,0.5,2.0,0.0,0.3,14.8,0,0,0,0,0,0,0,0,0,0,13.0
1,2.73,739,440,10.5,0.5,0.5,2.95,0.0,0.3,14.75,1,0,0,0,0,0,0,0,0,0,10.166666666666666
2,2.9,749,230,11.5,0.5,0.5,1.5,0.0,0.3,14.3,0,0,0,0,0,0,0,0,0,0,12.0
1,3.5,617,802,14.0,0.5,0.5,3.05,0.0,0.3,18.35,0,0,0,0,0,0,0,0,0,0,16.000000000000004
1,0.84,392,518,5.5,1.0,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,4.966666666666667
6,1.01,792,761,6.5,0.0,0.5,1.82,0.0,0.3,9.12,1,0,0,0,0,0,0,0,0,0,7.416666666666667
5,1.78,749,612,10.5,0.0,0.5,2.82,0.0,0.3,14.12,1,0,0,0,0,0,0,0,0,0,14.0
1,1.0,890,518,6.5,0.5,0.5,1.2,0.0,0.3,9.0,0,0,0,0,0,0,0,0,0,0,6.083333333333333
1,3.05,590,230,12.5,0.5,0.5,2.76,0.0,0.3,16.56,1,0,0,0,0,0,0,0,0,0,15.083333333333334
1,3.4,488,356,14.0,0.0,0.5,0.5,0.0,0.3,15.3,0,0,0,0,0,0,0,0,0,0,18.0
5,0.81,749,355,9.0,0.0,0.5,2.45,0.0,0.3,12.25,1,0,0,0,0,0,0,0,0,0,12.95
5,1.95,617,334,10.0,0.5,0.5,1.5,0.0,0.3,12.8,1,0,0,0,0,0,0,0,0,0,12.3
1,2.4,779,278,11.5,0.5,0.5,2.0,0.0,0.3,14.8,0,0,0,0,0,0,0,0,0,0,14.0
1,0.8,576,661,6.0,0.0,0.5,1.0,0.0,0.3,7.8,0,0,0,0,0,0,0,0,0,0,6.5
1,2.6,861,802,13.0,1.0,0.5,2.0,0.0,0.3,16.8,0,0,0,0,0,0,0,0,0,0,17.000000000000004
1,0.21,890,759,3.0,0.5,0.5,0.86,0.0,0.3,5.16,1,0,0,0,0,0,0,0,0,0,1.0000000000000002
4,0.84,749,259,6.0,1.0,0.5,1.56,0.0,0.3,9.36,1,0,0,0,0,0,0,0,0,0,6.0
2,0.97,483,123,5.5,0.5,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,5.0
1,0.3,749,699,3.5,0.5,0.5,1.2,0.0,0.3,6.0,0,0,0,0,0,0,0,0,0,0,1.7333333333333334
1,1.7,890,802,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,8.85
1,0.6,741,761,4.0,0.0,0.5,1.2,0.0,0.3,6.0,0,0,0,0,0,0,0,0,0,0,3.0
1,0.9,421,802,5.5,0.0,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,4.283333333333333
1,1.34,277,406,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,0,0,0,0,0,0,0,0,0,6.0
1,2.95,488,661,13.0,0.0,0.5,2.76,0.0,0.3,16.56,1,0,0,0,0,0,0,0,0,0,16.183333333333334
1,0.7,292,802,5.5,0.0,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,5.483333333333333
4,0.8,342,101,5.0,0.5,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,3.283333333333333
1,0.69,861,557,10.5,0.0,0.5,2.26,0.0,0.3,13.56,1,0,0,0,0,0,0,0,0,0,17.000000000000004
1,0.57,861,681,5.0,0.5,0.5,1.5,0.0,0.3,7.8,1,0,0,0,0,0,0,0,0,0,5.483333333333333
6,1.07,292,802,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1,0,0,0,0,0,0,0,0,0,7.483333333333333
1,1.9,739,278,8.0,0.5,0.5,1.0,0.0,0.3,10.3,0,0,0,0,0,0,0,0,0,0,7.033333333333333
1,0.9,785,249,5.0,0.0,0.5,1.0,0.0,0.3,6.8,0,0,0,0,0,0,0,0,0,0,4.000000000000001
1,1.26,89,406,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,7.383333333333334
1,1.1,483,406,7.5,0.5,0.5,1.75,0.0,0.3,10.55,0,0,0,0,0,0,0,0,0,0,8.516666666666667
1,1.7,241,858,10.5,0.0,0.5,1.7,0.0,0.3,13.0,0,0,0,0,0,0,0,0,0,0,14.116666666666667
1,0.4,421,440,3.5,0.5,0.5,1.2,0.0,0.3,6.0,0,0,0,0,0,0,0,0,0,0,2.316666666666667
1,0.7,739,699,6.0,0.0,0.5,1.35,0.0,0.3,8.15,0,0,0,0,0,0,0,0,0,0,7.0
6,2.05,37,15,9.0,0.5,0.5,2.58,0.0,0.3,12.88,1,0,0,0,0,0,0,0,0,0,9.0
1,0.99,749,661,6.0,0.5,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,6.0
5,2.13,617,342,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,7.900000000000001
1,1.76,555,259,8.5,0.5,0.5,1.0,0.0,0.3,10.8,1,0,0,0,0,0,0,0,0,0,9.0
1,1.7,469,612,9.0,1.0,0.5,2.15,0.0,0.3,12.95,0,0,0,0,0,0,0,0,0,0,11.233333333333333
1,1.5,890,278,12.5,0.0,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,18.0
1,2.64,423,22,14.5,0.0,0.5,3.06,0.0,0.3,18.36,1,0,0,0,0,0,0,0,0,0,20.883333333333333
2,0.96,555,521,5.0,0.0,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,3.0
1,0.8,227,406,4.5,0.0,0.5,1.0,0.0,0.3,6.3,0,0,0,0,0,0,0,0,0,0,3.0
2,1.8,741,427,14.0,0.0,0.5,1.48,0.0,0.3,16.28,0,0,0,0,0,0,1,0,0,0,20.933333333333334
2,2.73,423,653,9.5,0.5,0.5,2.16,0.0,0.3,12.96,1,0,0,0,0,0,0,0,0,0,8.000000000000002
4,0.41,611,858,9.0,0.0,0.5,2.45,0.0,0.3,12.25,1,0,0,0,0,0,0,0,0,0,13.0
6,1.86,392,356,10.0,0.0,0.5,1.0,0.0,0.3,11.8,1,0,0,0,0,0,0,0,0,0,12.0
1,2.8,749,356,12.5,0.5,0.5,2.76,0.0,0.3,16.56,0,0,0,0,0,0,0,0,0,0,15.783333333333335
2,1.6,53,661,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0,0,0,0,0,0,0,0,0,0,10.0
1,2.49,392,858,11.0,0.5,0.5,1.84,0.0,0.3,14.14,1,0,0,0,0,0,0,0,0,0,11.166666666666666
1,1.4,488,858,13.0,1.0,0.5,3.7,0.0,0.3,18.5,0,0,0,0,0,0,0,0,0,0,20.05
1,0.3,749,472,8.0,1.0,0.5,1.95,0.0,0.3,11.75,0,0,0,0,0,0,0,0,0,0,11.2
1,3.76,392,185,14.5,0.0,0.5,3.06,0.0,0.3,18.36,1,0,0,0,0,0,0,0,0,0,16.000000000000004
1,0.35,421,440,4.0,0.0,0.5,1.0,0.0,0.3,5.8,1,0,0,0,0,0,0,0,0,0,2.8333333333333335
2,1.11,749,557,8.0,0.0,0.5,1.0,0.0,0.3,9.8,1,0,0,0,0,0,0,0,0,0,10.316666666666666
1,0.77,82,185,5.5,0.0,0.5,1.26,0.0,0.3,7.56,1,0,0,0,0,0,0,0,0,0,5.0
1,0.7,749,334,8.0,0.0,0.5,2.2,0.0,0.3,11.0,0,0,0,0,0,0,0,0,0,0,10.7
2,2.25,779,427,11.0,0.0,0.5,2.36,0.0,0.3,14.16,1,0,0,0,0,0,0,0,0,0,13.4
2,1.0,861,612,7.0,1.0,0.5,1.58,0.0,0.3,10.38,0,0,0,0,0,0,0,0,0,0,7.666666666666668
1,2.97,792,356,12.5,0.0,0.5,2.0,0.0,0.3,15.3,1,0,0,0,0,0,0,0,0,0,13.883333333333333
1,1.7,469,612,8.5,0.0,0.5,1.4,0.0,0.3,10.7,0,0,0,0,0,0,0,0,0,0,9.0
6,1.39,611,858,10.0,0.0,0.5,1.2,0.0,0.3,12.0,1,0,0,0,0,0,0,0,0,0,14.25
1,2.4,383,366,10.5,0.0,0.5,2.25,0.0,0.3,13.55,0,0,0,0,0,0,0,0,0,0,9.8
1,0.4,741,619,5.0,1.0,0.5,1.0,0.0,0.3,7.8,0,0,0,0,0,0,0,0,0,0,4.95
1,1.1,617,266,9.5,0.5,0.5,2.15,0.0,0.3,12.95,0,0,0,0,0,0,0,0,0,0,13.15
1,1.97,158,568,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,9.0
1,0.99,421,185,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,7.0
1,2.1,392,176,9.5,0.0,0.5,2.06,0.0,0.3,12.36,1,0,0,0,0,0,0,0,0,0,10.0
1,2.27,779,369,11.0,0.0,0.5,1.0,0.0,0.3,12.8,1,0,0,0,0,0,0,0,0,0,13.466666666666667
2,1.3,53,472,12.0,0.5,0.5,3.3,0.0,0.3,16.6,0,0,0,0,0,0,0,0,0,0,19.0
1,0.3,779,759,3.5,0.0,0.5,1.05,0.0,0.3,5.35,0,0,0,0,0,0,0,0,0,0,1.7666666666666666
1,1.28,241,619,9.5,0.0,0.5,2.58,0.0,0.3,12.88,1,0,0,0,0,0,0,0,0,0,12.15
1,0.6,469,761,4.0,0.5,0.5,1.05,0.0,0.3,6.35,0,0,0,0,0,0,0,0,0,0,2.966666666666667
1,2.2,469,759,10.0,0.5,0.5,1.0,0.0,0.3,12.3,0,0,0,0,0,0,0,0,0,0,10.0
1,0.7,890,356,6.0,0.5,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,5.783333333333333
1,0.6,749,89,5.5,0.0,0.5,1.0,0.0,0.3,7.3,0,0,0,0,0,0,0,0,0,0,6.0
2,1.17,303,467,6.5,0.5,0.5,1.0,0.0,0.3,8.8,1,0,0,0,0,0,0,0,0,0,6.083333333333333
1,1.23,611,246,7.0,0.5,0.5,1.66,0.0,0.3,9.96,1,0,0,0,0,0,0,0,0,0,1420.35
1,2.81,227,521,12.0,0.5,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,12.9
1,1.6,749,334,8.5,0.0,0.5,1.85,0.0,0.3,11.15,0,0,0,0,0,0,0,0,0,0,10.5
1,1.4,792,239,8.0,0.0,0.5,1.75,0.0,0.3,10.55,0,0,0,0,0,0,0,0,0,0,10.0
1,1.1,37,18,5.5,0.0,0.5,1.7,0.0,0.3,8.0,0,0,0,0,0,0,0,0,0,0,4.000000000000001
1,0.7,749,521,5.5,0.0,0.5,2.0,0.0,0.3,8.3,0,0,0,0,0,0,0,0,0,0,6.0
1,1.96,392,249,11.0,0.0,0.5,2.2,0.0,0.3,14.0,1,0,0,0,0,0,0,0,0,0,13.75
1,1.5,345,304,7.5,0.5,0.5,1.75,0.0,0.3,10.55,0,0,0,0,0,0,0,0,0,0,7.966666666666668
1,1.58,342,391,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,10.7
1,0.8,555,653,6.5,0.0,0.5,1.45,0.0,0.3,8.75,0,0,0,0,0,0,0,0,0,0,7.0
1,0.87,249,299,5.5,0.5,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,5.316666666666666
2,1.3,785,518,7.0,1.0,0.5,1.75,0.0,0.3,10.55,0,0,0,0,0,0,0,0,0,0,7.883333333333335
1,1.3,739,334,8.5,1.0,0.5,2.05,0.0,0.3,12.35,0,0,0,0,0,0,0,0,0,0,10.966666666666667
3,0.69,792,699,4.5,0.5,0.5,1.16,0.0,0.3,6.96,1,0,0,0,0,0,0,0,0,0,3.7
1,0.3,184,224,5.5,1.0,0.5,1.0,0.0,0.3,8.3,1,0,0,0,0,0,0,0,0,0,7.0
1,2.1,749,285,10.0,0.5,0.5,2.0,0.0,0.3,13.3,0,0,0,0,0,0,0,0,0,0,11.783333333333333
1,1.1,383,411,6.5,0.0,0.5,1.0,0.0,0.3,8.3,0,0,0,0,0,0,0,0,0,0,6.733333333333333
1,1.14,342,193,6.5,0.5,0.5,1.0,0.0,0.3,8.8,1,0,0,0,0,0,0,0,0,0,7.0
1,3.5,227,521,13.5,0.0,0.5,2.85,0.0,0.3,17.15,0,0,0,0,0,0,0,0,0,0,14.0
1,1.0,576,858,6.0,0.0,0.5,1.02,0.0,0.3,7.82,0,0,0,0,0,0,0,0,0,0,6.0
6,0.13,749,661,4.0,0.0,0.5,1.44,0.0,0.3,6.24,1,0,0,0,0,0,0,0,0,0,3.0
1,1.16,488,249,5.5,0.5,0.5,1.0,0.0,0.3,7.8,1,0,0,0,0,0,0,0,0,0,4.000000000000001
1,2.3,158,278,10.0,0.0,0.5,3.2,0.0,0.3,14.0,0,0,0,0,0,0,0,0,0,0,10.45
1,1.23,249,259,7.5,0.5,0.5,2.0,0.0,0.3,10.8,1,0,0,0,0,0,0,0,0,0,9.316666666666666
1,1.5,259,249,8.5,0.0,0.5,2.0,0.0,0.3,11.3,0,0,0,0,0,0,0,0,0,0,9.45
1,0.7,749,334,5.0,0.5,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,4.166666666666667
2,1.38,342,462,7.5,0.5,0.5,1.76,0.0,0.3,10.56,1,0,0,0,0,0,0,0,0,0,8.000000000000002
6,2.73,741,391,11.5,0.0,0.5,2.46,0.0,0.3,14.76,1,0,0,0,0,0,0,0,0,0,13.0
6,0.9,583,440,5.0,1.0,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,3.5833333333333335
1,2.6,890,176,11.5,0.0,0.5,2.45,0.0,0.3,14.75,0,0,0,0,0,0,0,0,0,0,13.0
1,0.8,383,759,6.0,0.0,0.5,1.0,0.0,0.3,7.8,0,0,0,0,0,0,0,0,0,0,6.533333333333333
2,1.2,792,557,9.5,0.0,0.5,2.05,0.0,0.3,12.35,0,0,0,0,0,0,0,0,0,0,14.0
1,2.83,488,68,11.0,0.5,0.5,3.69,0.0,0.3,15.99,1,0,0,0,0,0,0,0,0,0,11.0
1,1.81,649,681,11.5,1.0,0.5,3.99,0.0,0.3,17.29,1,0,0,0,0,0,0,0,0,0,16.616666666666667
1,1.5,469,342,8.5,1.0,0.5,2.0,0.0,0.3,12.3,1,0,0,0,0,0,0,0,0,0,10.583333333333334
1,1.6,739,366,13.0,1.0,0.5,2.95,0.0,0.3,17.75,0,0,0,0,0,0,0,0,0,0,20.05
5,1.63,191,285,8.0,1.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,7.6833333333333345
1,2.91,749,278,13.0,0.5,0.5,2.86,0.0,0.3,17.16,1,0,0,0,0,0,0,0,0,0,16.400000000000002
1,1.8,785,278,8.0,0.5,0.5,1.86,0.0,0.3,11.16,1,0,0,0,0,0,0,0,0,0,9.0
1,0.98,227,557,5.5,0.5,0.5,1.36,0.0,0.3,8.16,1,0,0,0,0,0,0,0,0,0,4.000000000000001
1,0.6,576,661,4.5,0.0,0.5,1.3,0.0,0.3,6.6,0,0,0,0,0,0,0,0,0,0,3.0
1,0.86,890,681,7.0,0.0,0.5,1.56,0.0,0.3,9.36,1,0,0,0,0,0,0,0,0,0,8.3
1,1.4,576,427,10.0,0.0,0.5,1.8,0.0,0.3,12.6,0,0,0,0,0,0,0,0,0,0,14.066666666666666
4,2.0,576,467,9.0,0.5,0.5,2.05,0.0,0.3,12.35,0,0,0,0,0,0,0,0,0,0,9.0
1,0.83,436,759,14.5,0.0,0.5,3.06,0.0,0.3,18.36,1,0,0,0,0,0,0,0,0,0,24.466666666666665
5,2.44,292,518,11.0,0.0,0.5,1.8,0.0,0.3,13.6,1,0,0,0,0,0,0,0,0,0,13.266666666666667
1,3.4,188,43,13.5,0.5,0.5,2.95,0.0,0.3,17.75,0,0,0,0,0,0,0,0,0,0,14.666666666666666
1,2.6,463,411,13.5,0.0,0.5,3.58,0.0,0.3,17.88,0,0,0,0,0,0,0,0,0,0,18.0
1,2.6,741,391,10.5,0.5,0.5,2.35,0.0,0.3,14.15,0,0,0,0,0,0,0,0,0,0,11.266666666666667
2,0.46,861,761,5.5,0.0,0.5,1.58,0.0,0.3,7.88,1,0,0,0,0,0,0,0,0,0,6.183333333333334
1,1.39,463,366,9.0,0.0,0.5,1.0,0.0,0.3,10.8,1,0,0,0,0,0,0,0,0,0,11.0
1,1.2,649,619,6.5,0.5,0.5,1.2,0.0,0.3,9.0,0,0,0,0,0,0,0,0,0,0,6.3
1,2.82,241,185,11.0,0.0,0.5,1.18,0.0,0.3,12.98,1,0,0,0,0,0,0,0,0,0,11.616666666666667
1,0.85,259,759,6.5,0.0,0.5,2.0,0.0,0.3,9.3,1,0,0,0,0,0,0,0,0,0,6.883333333333334
1,0.8,785,249,5.0,0.5,0.5,1.25,0.0,0.3,7.55,0,0,0,0,0,0,0,0,0,0,3.9000000000000004
1,2.8,345,304,12.5,0.5,0.5,2.75,0.0,0.3,16.55,0,0,0,0,0,0,0,0,0,0,14.933333333333334
1,1.27,576,761,8.0,0.0,0.5,2.64,0.0,0.3,11.44,1,0,0,0,0,0,0,0,0,0,9.133333333333333
3,0.87,861,759,11.0,1.0,0.5,2.56,0.0,0.3,15.36,1,0,0,0,0,0,0,0,0,0,16.950000000000003
1,1.3,483,406,7.5,0.5,0.5,1.0,0.0,0.3,9.8,0,0,0,0,0,0,0,0,0,0,8.383333333333335
1,0.9,649,278,6.5,0.0,0.5,1.0,0.0,0.3,8.3,0,0,0,0,0,0,0,0,0,0,7.166666666666667
1,1.2,649,681,9.5,1.0,0.5,1.1,0.0,0.3,12.4,0,0,0,0,0,0,0,0,0,0,12.716666666666667
2,1.44,749,858,12.5,0.0,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,19.316666666666666
1,2.01,792,759,13.5,0.0,0.5,3.58,0.0,0.3,17.88,1,0,0,0,0,0,0,0,0,0,19.416666666666668
2,1.9,890,699,12.0,0.0,0.5,2.56,0.0,0.3,15.36,0,0,0,0,0,0,0,0,0,0,18.1
1,1.44,436,699,9.0,0.0,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,12.183333333333334
1,2.1,423,334,8.5,0.5,0.5,1.96,0.0,0.3,11.76,1,0,0,0,0,0,0,0,0,0,8.000000000000002
1,1.07,792,761,11.5,1.0,0.5,2.66,0.0,0.3,15.96,1,0,0,0,0,0,0,0,0,0,17.633333333333333
1,1.34,890,285,6.5,0.0,0.5,1.46,0.0,0.3,8.76,1,0,0,0,0,0,0,0,0,0,5.0
1,2.03,277,259,8.0,0.0,0.5,0.44,0.0,0.3,9.24,1,0,0,0,0,0,0,0,0,0,7.433333333333334
1,0.89,25,44,5.5,0.0,0.5,1.89,0.0,0.3,8.19,1,0,0,0,0,0,0,0,0,0,5.566666666666666
