passenger_count,trip_distance,fare_amount,tip_amount,tipper
3,0.5,12.894194379060464,0.0,0
1,1.9,12.894194379060464,2.05,1
1,3.0,12.894194379060464,2.75,1
1,10.8,33.5,8.0,1
1,1.0,12.894194379060464,0.0,0
1,0.9,12.894194379060464,1.45,1
1,1.2,12.894194379060464,0.0,0
2,0.59,12.894194379060464,0.0,0
1,1.0,12.894194379060464,1.65,1
1,1.86,12.894194379060464,0.0,0
6,9.42,26.0,0.0,0
1,1.08,12.894194379060464,1.56,1
5,1.43,12.894194379060464,2.34,1
1,1.7,12.894194379060464,2.75,1
1,3.82,14.0,0.0,0
1,0.5,12.894194379060464,0.0,0
1,2.1,12.894194379060464,3.65,1
1,3.67,12.894194379060464,0.0,0
1,0.93,12.894194379060464,1.96,1
1,1.9,12.894194379060464,3.65,1
1,0.72,12.894194379060464,1.26,1
1,1.59,12.894194379060464,0.0,0
1,0.86,12.894194379060464,1.46,1
1,1.8,12.894194379060464,1.0,0
1,0.9,12.894194379060464,0.0,0
1,0.9,12.894194379060464,0.0,0
1,3.29,13.0,0.0,0
1,2.2,12.894194379060464,0.0,0
1,0.5,12.894194379060464,1.55,1
1,1.3,12.894194379060464,1.96,1
1,1.78,12.894194379060464,0.0,0
1,5.4,18.0,0.0,0
1,1.0,12.894194379060464,1.62,0
5,1.13,12.894194379060464,2.32,1
1,0.8,12.894194379060464,0.0,0
1,1.15,12.894194379060464,1.46,1
5,18.3,52.0,10.56,1
1,0.7,12.894194379060464,1.85,1
2,0.8,12.894194379060464,0.0,0
1,4.1,18.5,0.0,0
1,1.5,13.5,3.7,1
1,7.07,27.0,0.0,0
1,17.91,67.0,15.96,1
1,0.4,12.894194379060464,0.0,0
2,1.0,12.894194379060464,1.55,1
1,2.3,12.894194379060464,0.0,0
1,1.3,12.894194379060464,0.0,0
1,1.24,12.894194379060464,0.0,0
2,0.6,12.894194379060464,0.7,0
3,1.0,12.894194379060464,1.25,1
1,1.87,12.894194379060464,0.1,0
1,2.03,12.894194379060464,2.66,1
1,2.03,12.894194379060464,0.0,0
1,0.79,12.894194379060464,2.16,1
1,0.9,12.894194379060464,1.65,1
1,3.2,13.5,1.5,0
4,0.8,12.894194379060464,0.0,0
1,1.5,13.0,2.75,1
6,16.95,52.0,0.0,0
1,2.1,12.894194379060464,0.0,0
1,1.2,12.894194379060464,0.0,0
2,1.83,12.894194379060464,2.06,1
1,0.47,12.894194379060464,1.06,1
2,0.37,12.894194379060464,0.0,0
1,0.6,12.894194379060464,0.96,1
2,1.6,12.894194379060464,0.0,0
2,2.64,12.894194379060464,2.56,1
1,0.9,12.894194379060464,1.65,1
4,0.0,12.894194379060464,0.0,0
1,5.1,18.5,4.95,1
1,3.25,26.0,3.0,0
1,1.34,12.894194379060464,2.06,1
5,0.62,12.894194379060464,0.0,0
1,8.05,52.0,0.0,0
4,6.93,29.0,0.0,0
1,2.66,12.894194379060464,1.08,0
1,8.6,30.0,7.7,1
1,1.08,12.894194379060464,1.0,0
1,1.0,12.894194379060464,1.96,1
1,0.29,12.894194379060464,0.86,1
1,14.4,59.0,0.0,0
1,0.7,12.894194379060464,0.0,0
1,1.9,12.894194379060464,0.0,0
1,0.61,12.894194379060464,0.0,0
1,0.4,12.894194379060464,1.32,1
1,1.6,12.894194379060464,1.0,0
1,0.65,12.894194379060464,0.0,0
1,1.0,12.894194379060464,1.65,1
1,6.9,23.5,2.0,0
2,1.7,12.894194379060464,0.0,0
2,14.77,52.0,13.2,1
1,3.26,12.894194379060464,2.66,1
2,0.9,12.894194379060464,1.0,0
2,3.78,18.0,0.0,0
1,1.7,12.894194379060464,2.3,1
1,1.6,12.894194379060464,2.35,1
1,2.68,12.894194379060464,3.32,1
1,1.1,12.894194379060464,1.5,0
1,5.0,19.0,4.95,1
1,2.18,15.0,4.2,1
2,1.9,12.894194379060464,0.93,0
1,0.01,12.894194379060464,0.0,0
2,2.17,12.894194379060464,2.66,1
6,5.8,20.5,0.0,0
1,1.63,12.894194379060464,0.0,0
1,4.11,16.0,3.46,1
1,1.7,12.894194379060464,1.75,1
1,2.3,12.894194379060464,0.0,0
2,1.4,12.894194379060464,2.15,1
1,2.34,18.0,3.96,1
1,1.0,12.894194379060464,1.0,0
3,1.28,12.894194379060464,0.0,0
1,1.3,12.894194379060464,3.0,1
1,3.7,14.5,0.0,0
1,0.7,12.894194379060464,0.0,0
1,1.2,12.894194379060464,1.65,1
2,2.0,12.894194379060464,2.9,1
1,3.22,12.894194379060464,1.0,0
1,1.23,12.894194379060464,0.0,0
1,1.07,12.894194379060464,0.0,0
1,1.18,12.894194379060464,1.56,1
1,1.82,13.0,2.07,0
1,4.23,19.0,1.0,0
1,1.19,12.894194379060464,0.0,0
1,2.4,12.894194379060464,1.0,0
3,2.9,16.0,0.0,0
1,2.4,12.894194379060464,2.65,1
1,0.5,12.894194379060464,0.0,0
1,1.6,12.894194379060464,1.65,1
1,3.7,16.5,3.55,1
1,0.26,12.894194379060464,0.86,1
2,2.13,12.894194379060464,0.0,0
1,6.26,22.0,5.7,1
2,1.31,12.894194379060464,1.47,0
1,0.4,12.894194379060464,1.05,1
2,2.9,14.0,2.95,1
2,1.0,12.894194379060464,0.0,0
1,1.01,12.894194379060464,1.36,1
5,17.18,52.0,11.71,1
1,8.27,25.5,5.36,1
1,7.36,22.5,3.0,0
1,1.8,12.894194379060464,0.0,0
1,2.0,14.0,2.95,1
1,2.89,12.894194379060464,2.56,1
2,2.12,12.894194379060464,2.06,1
1,0.6,12.894194379060464,0.0,0
1,2.04,12.894194379060464,0.0,0
1,0.79,12.894194379060464,1.06,1
2,5.27,18.0,3.86,1
1,2.2,12.894194379060464,0.0,0
1,6.88,23.5,0.0,0
1,6.3,21.5,5.55,1
1,0.7,12.894194379060464,1.85,1
1,2.6,12.894194379060464,1.25,0
1,1.6,12.894194379060464,2.05,1
1,0.5,12.894194379060464,2.0,1
2,1.0,12.894194379060464,1.26,1
1,3.15,13.5,2.86,1
1,1.6,12.894194379060464,2.15,1
1,0.75,12.894194379060464,1.16,1
1,1.3,12.894194379060464,0.0,0
2,1.82,12.894194379060464,2.06,1
2,15.59,59.0,9.0,0
5,1.25,12.894194379060464,0.0,0
1,1.7,13.5,0.0,0
1,2.38,12.894194379060464,0.0,0
1,0.5,12.894194379060464,0.0,0
2,0.31,12.894194379060464,0.0,0
1,1.12,12.894194379060464,1.0,0
1,21.1,52.0,8.0,0
1,3.22,16.5,2.0,0
1,1.1,12.894194379060464,1.95,1
1,4.1,16.0,2.0,0
1,4.59,18.5,4.82,1
1,1.5,12.894194379060464,0.0,0
2,0.89,12.894194379060464,0.0,0
1,5.6,18.0,3.85,1
1,1.4,12.894194379060464,0.0,0
1,1.0,12.894194379060464,0.0,0
1,0.85,12.894194379060464,1.0,0
1,3.3,13.5,3.7,1
5,4.09,25.0,6.7,1
3,2.05,12.894194379060464,2.16,1
1,12.4,38.0,5.9,0
1,5.6,21.5,4.65,1
1,2.18,12.894194379060464,1.06,0
1,1.73,12.894194379060464,1.56,1
1,0.57,12.894194379060464,1.06,1
2,1.67,12.894194379060464,0.7,0
3,1.54,12.894194379060464,2.0,1
1,6.46,23.5,4.86,1
2,0.42,12.894194379060464,0.0,0
1,0.5,12.894194379060464,0.0,0
2,33.96,150.0,0.0,0
1,2.58,12.894194379060464,0.0,0
2,2.5,12.894194379060464,1.0,0
1,1.0,12.894194379060464,0.0,0
1,0.9,12.894194379060464,0.95,0
1,0.0,12.894194379060464,0.0,0
1,2.79,12.894194379060464,2.66,1
1,2.9,12.894194379060464,0.0,0
2,1.1,13.5,0.0,0
2,1.52,12.894194379060464,1.0,0
1,3.3,14.0,0.0,0
1,3.09,12.894194379060464,2.76,1
1,2.4,13.5,2.0,0
2,14.47,40.0,0.0,0
1,10.13,31.5,0.0,0
5,1.08,12.894194379060464,1.46,1
5,1.06,12.894194379060464,2.32,1
1,8.1,26.0,0.0,0
3,1.2,12.894194379060464,0.0,0
2,0.4,12.894194379060464,0.0,0
1,2.25,12.894194379060464,1.5,0
1,0.78,12.894194379060464,0.0,0
5,1.53,12.894194379060464,2.36,1
1,1.99,12.894194379060464,1.76,1
1,5.3,26.0,2.0,0
1,2.1,12.894194379060464,2.0,0
1,0.8,12.894194379060464,0.0,0
1,0.87,12.894194379060464,1.46,1
1,1.4,12.894194379060464,1.5,0
2,2.15,12.894194379060464,2.66,1
1,9.37,30.5,9.26,1
1,0.9,12.894194379060464,1.35,1
1,1.6,12.894194379060464,2.15,1
1,9.93,29.0,0.0,0
1,1.83,12.894194379060464,1.84,0
5,3.18,14.5,0.0,0
1,1.2,12.894194379060464,1.95,1
1,1.91,13.5,0.0,0
1,1.17,12.894194379060464,0.0,0
1,15.82,48.5,9.86,1
1,2.63,12.894194379060464,2.0,0
1,9.9,28.5,0.0,0
1,0.86,12.894194379060464,1.86,1
2,1.66,12.894194379060464,1.0,0
4,1.96,12.894194379060464,2.46,1
1,0.83,12.894194379060464,0.0,0
1,0.6,12.894194379060464,0.0,0
5,1.22,12.894194379060464,0.0,0
2,0.76,12.894194379060464,1.0,0
1,2.17,12.894194379060464,2.16,1
1,10.7,34.0,10.0,1
1,1.6,16.0,3.35,1
1,1.0,12.894194379060464,1.95,1
1,2.6,12.894194379060464,2.35,1
1,0.8,12.894194379060464,1.3,1
1,0.9,12.894194379060464,0.0,0
1,2.3,15.0,2.0,0
2,1.59,12.894194379060464,0.0,0
6,4.22,18.0,3.76,1
2,2.5,12.894194379060464,0.0,0
1,0.64,12.894194379060464,1.56,1
2,4.62,17.0,0.0,0
4,0.44,12.894194379060464,0.0,0
2,0.48,12.894194379060464,1.08,1
1,1.6,12.894194379060464,1.95,1
1,1.0,12.894194379060464,0.0,0
1,0.8,12.894194379060464,1.25,1
2,10.0,35.0,2.0,0
1,0.4,12.894194379060464,0.95,1
1,1.6,12.894194379060464,2.0,0
6,1.5,12.894194379060464,1.96,1
2,4.6,15.5,0.0,0
5,1.21,12.894194379060464,0.0,0
1,0.4,12.894194379060464,0.0,0
1,3.6,20.5,4.45,1
2,4.61,17.5,0.0,0
1,5.7,28.0,0.0,0
2,2.1,12.894194379060464,1.95,1
1,0.5,12.894194379060464,1.25,1
4,3.09,13.0,0.0,0
1,1.4,12.894194379060464,0.0,0
2,8.7,30.5,9.25,1
1,0.5,12.894194379060464,1.05,1
1,0.89,12.894194379060464,0.0,0
1,3.7,16.0,2.0,0
1,2.1,13.5,3.8,1
6,8.03,30.5,0.0,0
1,0.65,12.894194379060464,0.0,0
2,10.57,35.0,7.16,1
2,3.9,17.5,4.55,1
6,1.89,15.0,0.0,0
2,1.4,12.894194379060464,1.65,1
1,0.85,12.894194379060464,1.0,1
1,2.4,12.894194379060464,2.15,1
3,1.2,12.894194379060464,0.0,0
1,0.63,12.894194379060464,1.45,1
1,1.2,12.894194379060464,1.55,1
1,1.7,12.894194379060464,0.01,0
6,1.65,12.894194379060464,2.82,1
1,1.8,12.894194379060464,1.55,1
1,1.2,12.894194379060464,0.0,0
3,5.52,22.0,4.76,1
1,2.3,16.5,3.45,1
2,2.06,12.894194379060464,0.0,0
1,0.4,12.894194379060464,0.0,0
2,3.98,14.5,3.16,1
1,0.48,12.894194379060464,0.0,0
1,1.04,12.894194379060464,1.26,1
1,1.9,12.894194379060464,1.96,1
1,1.0,12.894194379060464,0.0,0
1,1.2,12.894194379060464,1.0,0
1,6.88,25.0,0.0,0
1,0.87,12.894194379060464,1.2,1
1,0.53,12.894194379060464,1.36,1
1,1.02,12.894194379060464,0.0,0
1,1.35,15.0,3.36,1
1,1.48,12.894194379060464,2.56,1
1,3.8,17.0,3.65,1
3,3.1,12.894194379060464,2.55,1
1,1.02,12.894194379060464,1.96,1
1,0.68,12.894194379060464,1.26,1
1,2.36,12.894194379060464,3.2,1
1,0.5,12.894194379060464,1.16,1
1,0.6,12.894194379060464,0.68,0
1,1.4,12.894194379060464,1.2,0
6,2.3,12.894194379060464,0.0,0
2,0.7,12.894194379060464,0.0,0
1,1.2,12.894194379060464,1.45,1
1,20.6,52.0,6.5,0
1,0.8,12.894194379060464,1.26,1
1,1.97,12.894194379060464,1.96,1
2,5.48,18.5,3.86,1
5,1.06,12.894194379060464,1.36,1
1,1.2,12.894194379060464,3.0,1
1,15.4,47.5,10.8,1
1,1.99,12.894194379060464,0.0,0
1,3.2,15.0,3.35,1
1,1.1,12.894194379060464,1.0,0
1,19.64,52.0,10.56,1
1,2.93,13.5,3.82,1
1,0.7,12.894194379060464,1.36,1
2,1.06,12.894194379060464,0.0,0
1,0.38,12.894194379060464,0.0,0
1,2.0,12.894194379060464,2.35,1
1,1.1,12.894194379060464,1.45,1
1,1.08,12.894194379060464,0.0,0
1,4.74,15.5,0.0,0
2,0.83,12.894194379060464,0.0,0
1,1.2,12.894194379060464,1.5,1
2,0.79,12.894194379060464,0.0,0
1,1.84,12.894194379060464,2.0,1
2,2.28,12.894194379060464,2.16,1
1,7.42,30.0,7.82,1
1,0.85,12.894194379060464,0.0,0
3,1.18,12.894194379060464,0.0,0
1,3.1,14.5,2.0,0
2,0.97,12.894194379060464,1.0,1
1,1.15,12.894194379060464,0.0,0
2,0.2,12.894194379060464,0.75,1
1,7.5,22.5,2.0,0
4,1.22,12.894194379060464,1.46,1
1,1.09,12.894194379060464,1.66,1
1,0.74,12.894194379060464,0.0,0
1,3.3,14.5,4.7,1
1,1.56,14.5,3.06,1
2,1.43,12.894194379060464,2.0,1
1,3.5,13.0,2.0,0
2,5.13,25.0,0.0,0
3,2.18,12.894194379060464,1.0,0
1,1.7,12.894194379060464,1.0,0
1,0.67,12.894194379060464,1.06,1
1,2.24,12.894194379060464,2.66,1
2,3.7,14.5,3.15,1
1,1.31,12.894194379060464,1.5,1
5,0.39,12.894194379060464,1.2,1
2,1.52,12.894194379060464,1.66,1
1,1.3,12.894194379060464,0.0,0
1,2.46,14.5,3.26,1
3,3.1,20.0,0.0,0
1,2.02,12.894194379060464,2.58,1
1,4.2,14.0,0.0,0
1,10.95,31.5,7.57,1
1,7.1,25.0,0.0,0
2,3.3,14.5,0.0,0
5,1.95,12.894194379060464,0.0,0
4,1.35,12.894194379060464,2.45,1
1,5.0,16.0,0.0,0
1,2.74,15.5,1.0,0
1,1.71,12.894194379060464,2.06,1
1,16.1,52.0,11.7,1
1,0.6,12.894194379060464,1.45,1
1,4.87,16.5,3.56,1
1,1.0,12.894194379060464,1.36,1
2,17.31,52.0,5.0,0
1,5.5,20.0,2.13,0
1,2.8,13.5,2.85,1
2,1.23,12.894194379060464,0.0,0
5,1.28,12.894194379060464,0.0,0
1,2.61,13.0,3.45,1
2,2.84,16.0,2.0,0
1,2.0,13.0,0.0,0
1,4.6,16.0,3.0,0
1,1.09,12.894194379060464,0.0,0
2,4.13,14.5,0.0,0
1,1.05,12.894194379060464,1.95,1
1,1.5,12.894194379060464,1.17,0
1,0.94,12.894194379060464,0.0,0
1,9.38,28.5,0.0,0
1,20.8,52.0,0.0,0
1,2.4,12.894194379060464,0.0,0
1,0.75,12.894194379060464,1.26,1
3,1.85,12.894194379060464,1.0,0
1,2.2,12.894194379060464,2.85,1
1,0.6,12.894194379060464,0.0,0
1,9.9,28.0,8.6,1
6,1.94,14.0,0.0,0
2,0.7,12.894194379060464,1.25,1
1,6.78,26.0,0.0,0
1,4.6,16.5,3.55,1
2,3.1,25.0,2.5,0
1,3.2,18.5,2.47,0
1,1.6,12.894194379060464,1.47,0
1,4.6,16.0,0.0,0
5,1.77,12.894194379060464,1.96,1
2,2.37,12.894194379060464,1.18,0
1,1.12,12.894194379060464,1.32,0
1,21.2,52.0,14.6,1
2,0.6,12.894194379060464,0.0,0
1,1.7,12.894194379060464,2.16,1
1,0.7,18.0,0.0,0
1,1.18,12.894194379060464,0.0,0
5,1.92,12.894194379060464,1.86,1
2,0.7,12.894194379060464,0.0,0
1,3.02,12.894194379060464,0.0,0
1,2.65,12.894194379060464,0.0,0
1,0.9,12.894194379060464,1.66,1
2,0.58,12.894194379060464,0.0,0
3,6.18,21.0,0.0,0
1,2.24,12.894194379060464,1.96,1
1,18.6,52.0,0.0,0
1,0.27,12.894194379060464,0.5,0
2,1.71,12.894194379060464,0.0,0
1,1.32,12.894194379060464,2.19,1
1,1.1,12.894194379060464,0.0,0
1,1.33,12.894194379060464,0.0,0
1,3.8,14.0,3.05,1
1,2.2,12.894194379060464,2.0,0
1,5.87,18.5,0.0,0
1,19.0,52.0,15.76,1
1,0.0,12.894194379060464,0.0,0
1,1.3,12.894194379060464,0.0,0
1,3.36,14.5,1.0,0
1,13.3,38.5,9.0,1
1,6.47,25.0,5.16,1
3,1.0,12.894194379060464,0.0,0
1,0.98,12.894194379060464,0.0,0
1,1.9,12.894194379060464,2.25,1
1,1.7,12.894194379060464,2.05,1
2,1.7,12.894194379060464,2.26,1
1,2.17,12.894194379060464,0.0,0
2,9.31,28.0,10.67,1
1,2.17,12.894194379060464,0.0,0
1,0.97,12.894194379060464,1.7,1
2,1.41,12.894194379060464,2.36,1
6,0.32,12.894194379060464,1.2,1
2,21.1,52.0,8.0,0
2,0.7,12.894194379060464,0.0,0
1,6.1,21.5,4.55,1
1,3.2,17.0,3.65,1
2,0.9,12.894194379060464,2.2,1
1,1.87,12.894194379060464,2.0,0
1,1.98,12.894194379060464,2.45,1
2,0.7,12.894194379060464,0.0,0
2,5.1,23.0,4.75,1
1,0.74,12.894194379060464,1.16,1
3,1.88,12.894194379060464,1.96,1
2,0.52,12.894194379060464,0.0,0
1,21.6,52.0,5.0,0
1,6.25,22.0,6.99,1
1,2.22,13.5,4.29,1
1,1.72,12.894194379060464,0.0,0
1,0.7,12.894194379060464,1.06,1
1,1.7,12.894194379060464,0.0,0
1,6.16,23.0,0.0,0
1,0.44,12.894194379060464,0.0,0
1,0.3,12.894194379060464,0.0,0
1,1.49,12.894194379060464,0.68,0
1,1.1,12.894194379060464,2.05,1
1,1.56,12.894194379060464,1.76,1
2,1.39,12.894194379060464,0.0,0
1,7.2,21.5,0.0,0
2,0.8,12.894194379060464,0.0,0
1,1.2,12.894194379060464,1.0,0
2,2.55,12.894194379060464,1.96,1
1,2.13,12.894194379060464,3.54,1
1,1.1,12.894194379060464,3.0,1
4,1.99,12.894194379060464,2.36,1
2,2.5,13.0,0.0,0
1,1.43,12.894194379060464,0.0,0
1,1.7,12.894194379060464,1.75,1
1,17.97,52.0,0.0,0
5,5.07,16.5,5.19,1
1,1.1,12.894194379060464,2.7,1
5,0.74,12.894194379060464,1.66,1
1,2.2,13.0,0.0,0
1,1.01,12.894194379060464,2.06,1
1,9.6,28.0,5.75,1
1,1.9,12.894194379060464,2.36,1
1,5.2,19.0,0.0,0
1,1.1,12.894194379060464,0.0,0
1,2.07,13.5,2.86,1
1,1.3,12.894194379060464,1.0,0
1,8.7,27.0,5.0,0
1,0.5,12.894194379060464,1.25,1
1,1.2,12.894194379060464,0.0,0
1,0.7,12.894194379060464,0.0,0
1,5.93,20.5,5.45,1
1,0.76,12.894194379060464,1.26,1
1,1.9,12.894194379060464,2.55,1
2,1.22,12.894194379060464,0.0,0
1,5.42,17.5,2.0,0
2,1.6,12.894194379060464,1.65,1
1,1.0,12.894194379060464,1.7,1
1,4.4,21.5,0.0,0
2,1.5,12.894194379060464,1.85,1
3,7.51,25.5,0.0,0
2,3.82,16.0,3.36,1
1,1.72,12.894194379060464,0.0,0
1,1.34,12.894194379060464,2.0,1
3,1.3,12.894194379060464,2.75,1
2,2.62,12.894194379060464,2.76,1
5,1.56,12.894194379060464,1.24,0
2,0.4,12.894194379060464,0.0,0
1,1.4,12.894194379060464,1.85,1
1,3.7,13.5,0.0,0
1,1.3,12.894194379060464,0.0,0
1,2.4,12.894194379060464,1.0,0
1,1.9,12.894194379060464,1.2,0
1,0.0,46.0,5.0,0
1,0.99,12.894194379060464,1.66,1
1,1.65,12.894194379060464,0.0,0
6,0.85,12.894194379060464,0.0,0
1,5.8,18.0,4.0,1
1,0.5,12.894194379060464,0.0,0
1,1.58,12.894194379060464,2.0,1
1,0.39,12.894194379060464,1.7,1
2,0.9,12.894194379060464,1.65,1
1,0.75,12.894194379060464,0.0,0
5,1.04,12.894194379060464,1.26,1
2,4.73,21.5,0.0,0
1,0.54,12.894194379060464,1.96,1
1,4.4,26.0,12.0,1
1,0.52,12.894194379060464,0.7,0
1,0.9,12.894194379060464,1.45,1
2,2.7,14.0,0.0,0
1,0.95,12.894194379060464,2.45,1
2,1.1,12.894194379060464,1.95,1
1,0.77,12.894194379060464,1.95,1
2,0.58,12.894194379060464,0.0,0
1,9.1,27.0,6.8,1
2,1.38,12.894194379060464,0.0,0
5,1.1,12.894194379060464,3.0,1
1,0.2,12.894194379060464,0.0,0
1,1.19,12.894194379060464,1.0,0
1,1.96,12.894194379060464,1.96,1
1,1.6,12.894194379060464,2.15,1
1,11.2,33.5,7.0,1
5,12.94,42.5,5.5,0
2,2.62,12.894194379060464,2.16,1
1,3.44,14.5,0.0,0
1,0.79,12.894194379060464,0.02,0
4,0.47,12.894194379060464,0.0,0
1,1.7,12.894194379060464,2.65,1
3,0.9,12.894194379060464,2.25,1
1,1.03,12.894194379060464,1.16,1
1,1.5,12.894194379060464,0.0,0
1,1.45,12.894194379060464,2.58,1
1,1.78,12.894194379060464,2.66,1
3,0.86,12.894194379060464,0.0,0
1,4.75,19.0,4.95,1
1,2.7,12.894194379060464,0.0,0
2,3.66,15.5,2.44,0
1,3.28,14.0,0.0,0
2,0.0,52.0,16.56,1
1,0.86,12.894194379060464,1.0,0
1,1.25,12.894194379060464,0.0,0
1,0.87,12.894194379060464,0.0,0
1,1.0,12.894194379060464,1.7,1
1,3.4,23.5,1.0,0
1,10.5,29.0,4.2,0
1,3.2,17.5,0.0,0
1,2.8,12.894194379060464,0.0,0
1,11.7,37.5,4.0,0
1,1.06,12.894194379060464,0.0,0
1,0.49,12.894194379060464,1.58,1
5,0.81,12.894194379060464,0.0,0
1,3.2,22.0,4.75,1
1,0.8,12.894194379060464,0.0,0
1,1.4,12.894194379060464,0.0,0
1,1.4,14.5,0.0,0
1,0.9,12.894194379060464,1.25,1
1,1.23,12.894194379060464,1.82,1
2,1.5,12.894194379060464,0.0,0
1,1.4,12.894194379060464,2.15,1
2,2.5,12.894194379060464,0.0,0
1,0.6,12.894194379060464,1.25,1
1,8.0,37.0,7.75,1
1,1.2,12.894194379060464,0.0,0
1,3.09,12.894194379060464,2.0,0
5,2.56,12.894194379060464,0.0,0
1,1.39,12.894194379060464,2.08,1
6,7.69,23.0,4.86,1
5,2.36,12.894194379060464,1.0,0
1,0.7,12.894194379060464,1.0,0
1,2.5,12.894194379060464,2.36,1
2,1.52,12.894194379060464,1.56,1
1,2.64,15.0,4.08,1
2,5.76,28.0,2.0,0
4,6.03,18.5,3.96,1
1,0.71,12.894194379060464,1.06,1
1,10.28,34.5,0.0,0
1,1.17,12.894194379060464,1.0,0
1,1.9,12.894194379060464,1.0,0
1,0.36,12.894194379060464,0.0,0
1,0.84,12.894194379060464,1.58,1
1,4.66,17.0,0.0,0
1,1.7,12.894194379060464,2.65,1
1,0.74,12.894194379060464,1.36,1
1,1.03,12.894194379060464,0.0,0
1,1.5,12.894194379060464,1.85,1
1,1.82,12.894194379060464,2.5,1
1,1.9,12.894194379060464,0.0,0
1,2.4,14.0,1.0,0
1,2.2,12.894194379060464,0.93,0
1,10.02,30.0,25.2,1
1,0.87,12.894194379060464,0.0,0
1,0.5,12.894194379060464,0.0,0
2,1.03,12.894194379060464,0.0,0
5,2.58,15.0,0.0,0
2,1.71,12.894194379060464,2.26,1
1,8.54,32.0,0.0,0
2,1.2,12.894194379060464,0.0,0
1,0.83,12.894194379060464,3.0,1
1,10.4,52.0,7.2,0
1,0.8,12.894194379060464,1.0,0
1,14.2,47.0,6.0,0
3,1.03,12.894194379060464,0.0,0
1,0.9,12.894194379060464,1.35,1
2,9.3,28.0,6.95,1
1,2.9,12.894194379060464,0.0,0
1,0.51,12.894194379060464,0.0,0
1,2.77,13.5,0.0,0
1,1.8,12.894194379060464,2.46,1
1,1.26,12.894194379060464,1.76,1
1,2.02,12.894194379060464,0.0,0
2,2.5,12.894194379060464,2.85,1
1,0.5,12.894194379060464,1.0,1
1,5.78,28.0,5.76,1
5,0.72,12.894194379060464,0.0,0
1,1.8,12.894194379060464,0.0,0
1,1.24,12.894194379060464,0.0,0
1,17.92,52.0,11.71,1
1,2.45,15.0,1.0,0
1,1.86,12.894194379060464,2.06,1
1,0.6,12.894194379060464,1.95,1
1,3.77,14.5,3.06,1
2,1.73,12.894194379060464,0.0,0
1,0.57,12.894194379060464,2.2,1
1,1.1,12.894194379060464,1.0,0
1,4.6,23.5,7.4,1
1,0.3,12.894194379060464,0.0,0
1,1.1,12.894194379060464,2.45,1
6,5.13,16.5,4.45,1
5,8.84,31.5,8.2,1
1,3.6,15.5,3.45,1
1,6.12,29.5,6.0,1
3,14.6,42.5,7.43,0
1,1.43,12.894194379060464,2.82,1
1,1.0,12.894194379060464,1.2,0
1,0.6,12.894194379060464,0.0,0
1,1.6,12.894194379060464,1.0,0
1,1.13,12.894194379060464,1.36,1
1,2.3,12.894194379060464,2.56,1
1,1.7,12.894194379060464,1.2,0
2,15.11,42.0,0.0,0
1,0.67,12.894194379060464,1.36,1
1,0.9,12.894194379060464,1.0,0
1,0.4,12.894194379060464,0.0,0
3,0.74,12.894194379060464,1.26,1
1,0.7,12.894194379060464,1.15,1
6,13.3,48.0,9.76,1
2,0.92,12.894194379060464,0.0,0
1,1.87,13.0,0.0,0
1,1.69,13.5,0.0,0
2,6.57,25.5,5.36,1
1,2.8,12.894194379060464,1.2,0
1,1.7,12.894194379060464,2.05,1
1,4.1,17.0,3.65,1
5,1.29,12.894194379060464,0.0,0
1,3.69,15.0,3.36,1
1,0.5,12.894194379060464,0.0,0
1,19.65,52.0,11.71,1
1,3.51,15.0,3.26,1
1,1.7,12.894194379060464,0.0,0
5,0.37,12.894194379060464,0.96,1
1,4.04,20.0,4.16,1
1,0.93,12.894194379060464,0.0,0
1,1.6,12.894194379060464,0.0,0
1,1.4,12.894194379060464,1.55,1
5,1.76,12.894194379060464,0.0,0
1,0.88,12.894194379060464,1.46,1
5,1.22,12.894194379060464,1.66,1
1,5.38,17.5,0.0,0
1,1.99,12.894194379060464,2.26,1
5,0.55,12.894194379060464,1.0,1
2,1.4,12.894194379060464,1.0,0
1,1.1,12.894194379060464,1.75,1
1,2.2,12.894194379060464,2.26,1
5,3.65,19.0,3.0,0
6,0.0,12.894194379060464,3.8,1
1,6.2,25.5,5.25,1
1,4.43,16.5,0.0,0
1,18.6,52.0,6.0,0
2,0.7,12.894194379060464,1.25,1
1,6.5,30.0,5.0,0
2,1.48,52.0,0.0,0
1,0.2,12.894194379060464,1.0,1
1,3.9,17.5,3.75,1
1,1.6,16.0,4.2,1
1,1.9,12.894194379060464,2.56,1
1,1.8,12.894194379060464,0.0,0
1,1.6,12.894194379060464,1.66,1
1,1.38,12.894194379060464,2.06,1
1,8.6,29.5,6.15,1
2,0.66,12.894194379060464,0.96,1
1,1.08,12.894194379060464,1.86,1
1,1.05,12.894194379060464,0.0,0
1,3.0,15.5,1.0,0
1,3.5,15.5,0.0,0
1,1.82,12.894194379060464,2.16,1
1,16.44,52.0,0.0,0
1,2.13,15.0,3.36,1
2,0.48,12.894194379060464,1.16,1
1,1.36,12.894194379060464,1.66,1
1,1.7,12.894194379060464,2.0,1
1,1.8,12.894194379060464,2.0,0
1,5.4,19.0,2.03,0
6,2.99,14.0,0.0,0
0,6.0,18.0,3.75,1
2,6.9,21.0,4.0,0
1,0.6,12.894194379060464,1.2,1
1,11.5,36.0,6.38,0
1,11.42,40.5,5.0,0
1,1.03,12.894194379060464,1.66,1
